"carat","cut","color","clarity","depth","table","price","x","y","z"
0.4,"Premium","D","SI2",62.4,58,666,4.69,4.73,2.94
0.76,"Very Good","D","SI2",59.1,63,2006,5.91,5.84,3.47
0.81,"Premium","G","SI2",62.2,59,2616,5.96,5.9,3.69
1.5,"Very Good","G","VS2",62.1,57,12156,7.21,7.31,4.51
1.01,"Very Good","I","SI2",61.8,60,3885,6.34,6.37,3.93
0.45,"Ideal","D","VS1",62.3,56,1330,4.88,4.91,3.05
1.07,"Very Good","E","SI1",60.4,63,4314,6.67,6.6,4.01
1.03,"Ideal","F","VS2",60.4,56,6467,6.59,6.56,3.97
0.43,"Very Good","G","VS2",59.1,60,867,4.88,4.93,2.9
0.4,"Good","G","VS2",62.8,54.4,909,4.67,4.7,2.94
0.72,"Ideal","I","VS2",61.7,56,2650,5.75,5.8,3.56
0.53,"Ideal","H","VS2",61.4,55.4,1417,5.19,5.24,3.2
1.02,"Ideal","G","SI1",60.3,56,4708,6.57,6.54,3.95
0.72,"Good","D","SI2",64.1,57,2254,5.64,5.71,3.64
1.01,"Ideal","D","VVS1",62.5,55,11661,6.39,6.44,4.01
1.12,"Ideal","H","SI1",61.8,56,5838,6.67,6.69,4.13
1,"Premium","E","VS2",62.1,59,6720,6.38,6.34,3.95
2.01,"Premium","D","SI2",62.7,58,16776,8.06,7.99,5.03
0.31,"Premium","E","VS1",61.1,58,734,4.34,4.37,2.66
0.35,"Ideal","D","SI1",60.7,57,644,4.53,4.57,2.76
1.23,"Premium","H","VS2",59.5,59,7431,7.08,7.01,4.19
0.41,"Premium","E","VS1",60.7,59,964,4.77,4.79,2.9
0.5,"Ideal","E","VS1",61.7,57,2192,5.11,5.13,3.16
0.38,"Ideal","D","SI1",62.2,54,1066,4.69,4.65,2.9
1,"Good","E","VS2",60.6,65,6445,6.29,6.36,3.83
0.75,"Good","E","SI2",63.8,55,2453,5.74,5.8,3.68
1.02,"Ideal","G","VS1",62.2,56,6683,6.46,6.4,4
1.06,"Premium","I","VS1",62.4,55,4920,6.57,6.5,4.08
1.06,"Ideal","H","VS2",61.2,55,5277,6.57,6.61,4.03
1.01,"Good","D","VS1",62.2,62,7303,6.29,6.41,3.95
0.7,"Ideal","E","SI1",61.6,57,2846,5.71,5.76,3.53
1.14,"Ideal","H","VVS2",61.9,56,7354,6.69,6.72,4.15
1.5,"Ideal","G","SI2",61.4,56,8736,7.38,7.34,4.52
1.2,"Good","G","VS1",62.8,59,8442,6.64,6.7,4.19
1.5,"Good","G","SI1",63.7,59,10618,7.23,7.19,4.59
0.38,"Premium","D","SI1",59.7,60,941,4.69,4.66,2.79
0.42,"Ideal","F","VS1",61.9,57,1103,4.81,4.79,2.97
1.05,"Good","I","VS2",64.3,55,4550,6.46,6.42,4.14
0.3,"Ideal","F","VVS1",61.8,54,857,4.34,4.36,2.69
1.2,"Premium","G","SI2",62.4,58,5846,6.77,6.73,4.21
0.53,"Ideal","G","IF",61.4,56,2247,5.2,5.24,3.21
0.76,"Ideal","D","SI2",62.2,57,2706,5.85,5.83,3.63
0.5,"Ideal","F","SI1",60.2,63,1374,5.12,5.15,3.09
0.62,"Premium","F","SI1",63,59,1777,5.43,5.39,3.41
0.58,"Ideal","D","VS1",61.8,56,2211,5.34,5.37,3.31
0.32,"Ideal","D","VS1",61.4,57,814,4.4,4.43,2.71
0.32,"Ideal","E","VVS2",62.4,56,1109,4.43,4.39,2.75
1.01,"Ideal","E","SI2",59.6,60,4604,6.52,6.6,3.91
0.41,"Very Good","G","VS2",61.4,59.2,813,4.76,4.78,2.93
1.54,"Premium","E","SI1",59.3,60,11795,7.58,7.54,4.48
1.72,"Very Good","I","SI2",63.4,57,8630,7.6,7.58,4.81
0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
0.9,"Premium","E","VS2",61.4,57,4435,6.19,6.16,3.79
0.36,"Very Good","D","SI2",63,59,501,4.49,4.52,2.84
1.55,"Fair","F","SI1",59.7,66,10217,7.59,7.47,4.49
0.3,"Premium","J","VS1",62.6,58,506,4.31,4.28,2.69
0.53,"Ideal","I","SI1",61.5,56,1094,5.21,5.23,3.21
0.53,"Ideal","F","SI1",60,57,1908,5.3,5.27,3.17
0.71,"Ideal","D","SI1",61.4,56,3674,5.7,5.74,3.51
0.51,"Ideal","E","SI1",61.3,55,1546,5.17,5.11,3.15
0.69,"Premium","E","VS2",61,60,2045,5.68,5.63,3.45
1.16,"Ideal","D","VS2",62.1,57,8185,6.73,6.7,4.17
3,"Good","J","SI2",59.3,64,14918,9.32,9.19,5.5
0.57,"Ideal","E","SI1",61.8,57,1608,5.28,5.33,3.28
2.5,"Ideal","J","SI2",60.7,55,15990,8.8,8.66,5.3
0.7,"Very Good","E","SI1",63.5,59,2838,5.53,5.49,3.5
0.71,"Premium","F","SI2",60.2,60,2137,5.8,5.77,3.48
2.2,"Very Good","H","VS2",63.3,58,16239,8.25,8.22,5.21
0.73,"Premium","D","VS1",60,58,3620,5.86,5.9,3.53
2.28,"Premium","J","VS2",62.9,58,16564,8.42,8.34,5.27
0.9,"Very Good","G","VS2",61.5,60,4386,6.13,6.16,3.78
1.04,"Very Good","F","SI2",63.2,58,4013,6.39,6.34,4.02
0.82,"Ideal","F","SI1",62.1,56,3361,6.04,6,3.74
1.08,"Ideal","H","SI1",60.5,57,6426,6.63,6.67,4.02
0.3,"Good","E","SI1",63.4,56,526,4.23,4.25,2.69
0.72,"Good","F","SI1",64,61,2563,5.67,5.62,3.61
1.03,"Premium","E","VS2",62.5,59,6072,6.42,6.44,4.02
0.23,"Premium","D","VVS2",60.4,59,680,4,3.95,2.4
0.32,"Premium","G","SI1",62.5,58,612,4.43,4.4,2.76
0.56,"Ideal","D","VS1",62.6,59,2170,5.24,5.31,3.3
0.91,"Premium","G","SI1",61.8,60,3975,6.21,6.18,3.83
0.33,"Ideal","I","IF",61.8,55,891,4.47,4.46,2.76
0.3,"Ideal","E","VS1",60.6,56,735,4.35,4.36,2.64
1.12,"Ideal","H","SI1",61.9,57,5521,6.64,6.68,4.12
0.8,"Very Good","H","VVS2",62.9,56,3036,5.9,5.96,3.73
1.07,"Premium","F","SI1",61.7,56,5813,6.66,6.5,4.06
0.91,"Premium","F","SI2",59.8,58,2564,6.29,6.26,3.75
2.01,"Premium","I","VS2",61.6,61,16149,8.08,7.97,4.94
0.52,"Ideal","E","VS2",61.2,56,1947,5.2,5.16,3.17
0.38,"Ideal","D","VVS1",60.7,57,1270,4.69,4.74,2.86
0.56,"Ideal","G","VVS2",61.4,54,2004,5.33,5.35,3.28
1.5,"Very Good","G","VS1",59.1,62,11216,7.38,7.42,4.37
0.3,"Ideal","G","VS1",61.4,57,605,4.29,4.34,2.65
0.29,"Very Good","D","VVS2",62.3,59,664,4.21,4.26,2.64
0.31,"Ideal","H","VVS2",62.6,56,625,4.32,4.37,2.72
0.53,"Premium","E","SI1",60,60,1607,5.27,5.24,3.21
0.3,"Ideal","G","VVS1",61.5,57,764,4.28,4.31,2.64
0.7,"Very Good","H","VS2",62.3,56,2276,5.66,5.7,3.54
0.41,"Premium","H","SI1",60.9,60,876,4.83,4.79,2.93
0.42,"Ideal","F","VVS2",62.1,55,1142,4.79,4.81,2.98
0.55,"Ideal","D","VS2",60.2,56,2459,5.33,5.38,3.22
1,"Ideal","E","SI2",61.9,56,4760,6.43,6.4,3.97
1,"Fair","G","VVS2",66.9,55,4534,6.2,6.17,4.14
0.7,"Fair","I","SI1",62,67,1848,5.54,5.5,3.42
0.31,"Ideal","D","SI1",61.3,56,565,4.36,4.41,2.69
0.5,"Good","G","SI1",63.6,55,1286,5.06,5.03,3.21
0.3,"Very Good","H","VVS1",63.4,57,878,4.31,4.27,2.72
0.94,"Ideal","F","VS2",61.2,57,7120,6.29,6.33,3.86
0.32,"Ideal","E","VVS1",61.2,55,892,4.41,4.42,2.7
1.2,"Premium","I","SI1",61.7,56,4872,6.82,6.76,4.19
0.3,"Ideal","D","SI1",62.5,57,709,4.32,4.29,2.69
0.72,"Very Good","D","SI1",62.9,58,2285,5.7,5.72,3.59
0.33,"Ideal","G","VVS1",60.8,56,1114,4.46,4.42,2.7
0.78,"Premium","F","SI1",62.4,58,2777,5.83,5.8,3.63
0.52,"Very Good","G","VS1",61.2,57,1420,5.17,5.23,3.18
0.3,"Ideal","F","VS2",63,55,673,4.29,4.28,2.7
1.01,"Good","D","SI2",63.8,61,3671,6.13,6.06,3.89
1.01,"Ideal","H","VS2",60.6,57,5317,6.54,6.49,3.95
0.3,"Ideal","H","IF",60.8,56,1013,4.37,4.35,2.65
0.37,"Very Good","E","SI1",59.9,59,649,4.68,4.7,2.81
1.01,"Very Good","G","SI2",63.5,58,4154,6.39,6.34,4.04
0.45,"Premium","J","SI2",60.9,57,720,4.95,4.9,3.05
0.31,"Premium","E","SI1",58.7,60,651,4.48,4.45,2.62
1.12,"Premium","G","SI1",60.1,58,5233,6.78,6.83,4.09
0.4,"Good","I","VVS1",63.9,56,842,4.64,4.68,2.98
0.39,"Ideal","G","SI2",62,55,683,4.69,4.73,2.92
1.2,"Ideal","F","VS1",62.1,58,10367,6.78,6.84,4.23
0.3,"Ideal","F","VVS1",61.2,55,802,4.33,4.36,2.66
2.02,"Premium","G","SI1",61.8,58,17579,8.16,8.1,4.94
0.91,"Ideal","I","SI1",62.4,56,3574,6.2,6.24,3.88
1.11,"Ideal","G","VS1",61.6,56,7917,6.64,6.67,4.1
0.71,"Ideal","D","VVS2",61.6,54,4325,5.74,5.78,3.55
1.88,"Good","J","SI2",57.9,59,8048,8.16,8.11,4.71
0.73,"Very Good","D","SI1",62.2,57,2197,5.74,5.78,3.58
0.73,"Premium","I","VVS2",61.5,58,2351,5.78,5.73,3.54
0.5,"Ideal","F","SI1",59.9,57,1286,5.19,5.16,3.1
0.4,"Ideal","D","VS1",62.3,56,1059,4.74,4.77,2.96
0.27,"Ideal","G","VS2",61.5,56,490,4.16,4.18,2.56
0.51,"Ideal","E","SI1",61.5,55,1546,5.18,5.16,3.18
0.32,"Very Good","H","VS1",63,57,561,4.37,4.39,2.76
1.06,"Premium","E","SI2",60.5,60,4652,6.61,6.67,4.02
1.15,"Very Good","H","SI2",61.9,57,4654,6.68,6.72,4.15
0.7,"Good","G","SI1",63.5,61,2074,5.61,5.64,3.57
0.32,"Ideal","E","VVS2",62,55,1080,4.4,4.38,2.72
1.19,"Premium","I","SI2",62.6,58,4660,6.7,6.75,4.21
0.72,"Ideal","H","VS2",62.8,57,2376,5.74,5.7,3.59
1.02,"Premium","F","SI1",63,58,4678,6.4,6.36,4.02
1.04,"Ideal","G","VVS1",62.2,55,8637,6.48,6.51,4.04
0.3,"Ideal","G","SI1",62,58,477,4.27,4.29,2.65
0.42,"Very Good","H","SI1",61.5,54,670,4.87,4.89,3
0.41,"Ideal","D","VVS2",62.3,55,1356,4.77,4.76,2.97
1.71,"Premium","I","VS1",60.7,60,13097,7.74,7.71,4.69
0.32,"Ideal","F","VS2",61.5,55,660,4.4,4.44,2.72
0.54,"Ideal","I","VS2",61.5,55,1259,5.25,5.29,3.24
0.71,"Ideal","F","VS1",61.9,56,3710,5.69,5.72,3.53
1.05,"Ideal","H","SI1",60.8,56,5704,6.62,6.58,4.01
1.17,"Fair","H","SI2",60,66,4717,6.86,6.78,4.09
0.37,"Ideal","E","VS2",62.3,56,811,4.56,4.59,2.85
0.3,"Premium","H","SI1",61.3,58,540,4.33,4.29,2.64
0.38,"Ideal","E","VS1",62.1,57,1027,4.62,4.65,2.88
1.07,"Very Good","E","VS2",60.4,58,6441,6.61,6.66,4.01
0.57,"Very Good","G","SI1",61.9,59,1340,5.28,5.31,3.28
0.52,"Premium","G","SI1",62.8,61,1338,5.14,5.11,3.22
0.55,"Ideal","H","VS1",62.3,56,1634,5.22,5.27,3.27
0.53,"Premium","D","VS2",61.5,58,1857,5.2,5.24,3.21
0.33,"Very Good","E","SI1",60.3,60,579,4.47,4.49,2.7
1.27,"Ideal","G","VVS1",61.7,56,11002,7.03,6.9,4.3
0.53,"Very Good","F","VS2",60.5,55,1610,5.24,5.29,3.19
0.35,"Premium","G","VVS2",62.8,58,1024,4.48,4.44,2.8
0.38,"Premium","I","VS2",61.7,59,633,4.6,4.64,2.85
0.9,"Ideal","H","SI1",61.5,57,3644,6.17,6.23,3.81
1.07,"Ideal","H","SI1",61,56,5281,6.6,6.68,4.05
0.76,"Premium","E","SI1",60.4,58,2789,5.92,5.94,3.58
0.3,"Premium","H","VS1",63,59,675,4.27,4.21,2.67
0.3,"Very Good","E","VS2",62.4,56,658,4.25,4.28,2.66
2.24,"Premium","J","SI2",62.2,59,13827,8.37,8.33,5.19
1,"Very Good","E","VS2",63.5,56,5633,6.37,6.32,4.03
0.53,"Premium","G","SI2",60.8,58,1173,5.21,5.19,3.16
0.57,"Ideal","G","VVS2",60.7,55,2095,5.34,5.36,3.25
0.91,"Very Good","G","SI2",60.4,61,3435,6.21,6.28,3.77
1.06,"Very Good","G","SI2",61.1,62,4162,6.55,6.61,4.02
0.35,"Ideal","I","SI1",61.3,54,606,4.56,4.51,2.78
0.39,"Ideal","F","VS2",59.2,58,862,4.78,4.81,2.84
0.75,"Ideal","E","SI1",61.4,56,3419,5.83,5.89,3.6
0.4,"Ideal","F","SI2",61.5,56,764,4.75,4.78,2.93
1.21,"Premium","I","SI2",61.8,60,4391,6.86,6.76,4.21
1.13,"Premium","H","VS1",58.9,58,6005,6.81,6.78,4
0.76,"Premium","E","VVS2",60.6,59,3767,5.94,5.85,3.57
1.54,"Good","I","SI2",63.3,60,7304,7.31,7.34,4.64
0.34,"Ideal","D","VVS2",61.2,56,885,4.5,4.52,2.76
1.16,"Ideal","G","VS2",62.2,55,7600,6.78,6.75,4.21
0.32,"Ideal","H","VVS1",60.4,57,730,4.42,4.46,2.68
0.37,"Premium","E","VS2",61.5,58,1041,4.66,4.61,2.85
0.5,"Premium","E","SI2",60.1,60,1262,5.13,5.05,3.06
0.44,"Premium","F","VS2",62.2,58,990,4.88,4.83,3.02
0.34,"Ideal","E","VS1",62,57,687,4.44,4.49,2.77
1.09,"Ideal","G","VS1",60.4,58,8296,6.67,6.7,4.04
0.51,"Ideal","E","VS2",60.9,56,1781,5.2,5.15,3.15
1.57,"Very Good","D","SI1",58.9,58,12697,7.57,7.63,4.48
1.2,"Good","H","SI1",63.6,57,5975,6.79,6.74,4.3
0.41,"Premium","G","SI2",61.4,58,784,4.8,4.75,2.93
0.25,"Ideal","I","VS2",62,57,450,4.02,4.06,2.5
1.19,"Ideal","H","I1",60.3,57,3794,6.83,6.93,4.15
0.32,"Good","J","SI1",63.2,56,374,4.31,4.36,2.74
0.51,"Ideal","E","VVS2",62.5,57,2301,5.06,5.12,3.18
0.7,"Fair","D","SI2",67.8,58,1770,5.51,5.44,3.71
0.31,"Ideal","G","IF",61.9,54,891,4.35,4.38,2.7
0.43,"Ideal","G","VVS1",61.5,56,1264,4.87,4.85,2.99
0.52,"Premium","E","VS2",60.9,57,1815,5.2,5.17,3.16
0.34,"Ideal","I","SI1",62.3,55,589,4.47,4.42,2.77
0.32,"Very Good","G","VVS2",60.9,61,730,4.39,4.41,2.68
1.17,"Good","D","SI2",57.4,59,3866,7.02,6.95,4.01
0.7,"Premium","F","SI1",61.3,59,2161,5.71,5.74,3.51
1,"Very Good","G","VS2",62.7,59,6208,6.32,6.38,3.98
1.83,"Premium","G","VS2",60.5,59,18525,7.99,7.89,4.8
0.51,"Ideal","E","SI1",62.4,55,1343,5.09,5.14,3.19
1.5,"Good","H","SI2",58.4,62,7714,7.44,7.49,4.36
1.26,"Very Good","F","VS2",61.4,59,9071,6.86,6.96,4.24
1.75,"Premium","E","SI1",60.3,61,15394,7.82,7.74,4.69
1.2,"Premium","D","SI2",60.2,60,4203,6.94,6.81,4.14
2.04,"Premium","H","SI1",62.2,60,12341,8.07,8,5
1.58,"Good","I","VS1",58.6,62,9775,7.59,7.66,4.47
0.7,"Ideal","I","SI1",61,57,2287,5.71,5.74,3.5
1.51,"Ideal","G","VS1",61.1,57,14674,7.41,7.38,4.52
0.58,"Ideal","E","VS2",61.7,57,1683,5.35,5.42,3.32
1.7,"Premium","I","SI2",59.4,59,7250,7.83,7.75,4.63
0.43,"Ideal","G","VVS2",60.1,57,1056,4.88,4.91,2.94
1.09,"Premium","H","SI2",62.1,55,4578,6.63,6.58,4.1
1.41,"Fair","H","I1",64.7,58,4145,7.05,7,4.55
0.72,"Premium","D","SI1",62.6,54,3048,5.78,5.72,3.6
1.11,"Very Good","H","SI1",63.2,58,5192,6.53,6.61,4.15
0.3,"Premium","G","VS1",62.8,59,776,4.27,4.23,2.67
0.73,"Ideal","D","VS1",61.5,58,4196,5.76,5.79,3.55
0.51,"Good","D","VS2",63.5,56,1668,5.04,5.1,3.22
0.33,"Ideal","F","VS1",61.2,57,738,4.46,4.49,2.74
0.58,"Very Good","D","VVS2",60,55,2714,5.44,5.49,3.28
1.02,"Ideal","G","SI2",61.4,54,4398,6.55,6.52,4.01
1.01,"Premium","F","SI2",61.3,60,4497,6.43,6.4,3.93
1.12,"Ideal","F","VVS2",60.4,56,10236,6.82,6.78,4.11
0.3,"Good","H","SI1",63.4,60,432,4.23,4.25,2.69
0.31,"Very Good","F","VS2",62.7,57,500,4.31,4.36,2.72
1.86,"Premium","G","SI2",62.8,58,13420,7.83,7.75,4.89
