"carat","cut","color","clarity","depth","table","price","x","y","z"
0.52,"Ideal","G","VS1",62.3,55,1689,5.14,5.16,3.21
0.9,"Premium","F","VS2",61.9,55,4536,6.25,6.23,3.86
0.41,"Ideal","F","VVS2",61.8,55,1044,4.77,4.81,2.96
1.08,"Premium","H","SI2",61.2,58,4717,6.62,6.58,4.04
0.33,"Ideal","E","VS2",62.1,56,928,4.45,4.4,2.75
1.2,"Good","G","SI1",63.5,60,4828,6.68,6.74,4.26
0.38,"Premium","G","VS2",59.9,58,983,4.77,4.72,2.84
1.55,"Ideal","D","VS2",62.5,55,17441,7.38,7.43,4.63
1.23,"Premium","D","VS2",62.6,52,9257,6.93,6.88,4.32
1,"Premium","H","SI1",61.7,59,4144,6.41,6.36,3.94
0.92,"Ideal","E","SI1",61,55,4791,6.27,6.25,3.82
0.51,"Ideal","H","VS2",60.9,56.4,1365,5.15,5.18,3.15
2,"Fair","J","I1",66.5,56,6796,7.93,7.8,5.23
0.53,"Fair","E","VS1",62.3,67,1778,5.22,5.11,3.22
0.47,"Good","I","VVS1",61.8,62,1093,4.94,4.97,3.06
0.31,"Premium","E","SI1",62.3,56,698,4.4,4.37,2.73
0.73,"Ideal","E","SI1",62.1,59,2523,5.74,5.79,3.58
0.31,"Premium","H","IF",61.7,58,816,4.33,4.36,2.68
0.32,"Ideal","G","IF",62.3,53,918,4.41,4.45,2.76
1,"Good","F","SI1",63.6,62,4504,6.24,6.3,3.99
1.01,"Very Good","E","VS1",63.1,56,9955,6.44,6.39,4.05
0.7,"Very Good","G","SI1",61.7,57,2010,5.65,5.8,3.53
0.59,"Ideal","F","SI2",60.1,57,1371,5.45,5.49,3.29
0.38,"Ideal","G","VS1",61.5,57,794,4.66,4.71,2.88
0.26,"Ideal","F","VVS1",62.7,55,635,4.07,4.1,2.56
0.62,"Ideal","F","VS1",61.9,55,2344,5.46,5.19,3.39
1.2,"Premium","H","SI2",62.4,57,5510,6.83,6.75,4.24
0.91,"Good","H","VS2",63.8,59,3192,5.99,5.96,3.82
0.39,"Ideal","G","VVS2",60.6,57,902,4.72,4.75,2.87
1.19,"Ideal","I","IF",61.7,56,7207,6.78,6.81,4.19
0.54,"Premium","G","VS2",61,60,1637,5.24,5.18,3.18
0.7,"Good","F","SI2",58.1,61,2020,5.76,5.8,3.36
0.32,"Ideal","G","VS1",62.3,55,828,4.4,4.37,2.73
1.86,"Good","G","SI2",63.8,55,9791,7.79,7.73,4.95
1.78,"Premium","H","VS1",60.2,59,15460,7.83,7.96,4.75
0.4,"Ideal","F","VVS1",62.3,54,1168,4.75,4.78,2.97
1.22,"Premium","G","SI2",60.2,58,5534,6.92,6.9,4.16
2.63,"Ideal","J","SI2",62.1,57,16914,8.83,8.88,5.5
0.38,"Ideal","I","VS1",61.5,53.9,703,4.66,4.7,2.89
0.58,"Ideal","D","VVS2",63,56,2421,5.35,5.28,3.35
0.31,"Premium","H","VS1",59.7,58,698,4.43,4.41,2.64
0.9,"Good","F","VS2",62.6,57,4466,6.07,6.19,3.84
0.53,"Ideal","F","VS2",61.2,56,1655,5.22,5.25,3.2
0.54,"Ideal","F","VVS2",62,55,2454,5.24,5.25,3.25
2,"Very Good","H","SI1",63.2,58,15984,7.95,7.93,5.02
0.44,"Ideal","D","VS1",62.3,55,1294,4.88,4.84,3.03
1.29,"Very Good","F","I1",58.2,61,3774,7.11,7.15,4.15
0.31,"Good","E","SI1",63.6,57,544,4.28,4.3,2.73
0.76,"Ideal","D","VS1",61.7,56,4377,5.84,5.87,3.61
1.2,"Very Good","H","SI2",62.1,59,5280,6.75,6.8,4.21
1.5,"Ideal","F","VS2",61.4,55,14242,7.35,7.44,4.54
0.5,"Premium","E","VS2",61.4,58,1624,5.07,5.12,3.13
0.41,"Premium","G","VVS2",62.2,58,1056,4.82,4.76,2.98
1,"Premium","D","SI2",59.9,59,4928,6.48,6.44,3.87
0.41,"Premium","E","VS1",60.8,59,1079,4.76,4.82,2.91
0.9,"Good","I","VS2",63.8,55,3246,6.16,6.07,3.9
0.4,"Premium","F","VS2",59.7,58,842,4.79,4.83,2.87
0.71,"Very Good","F","SI1",63.7,56,2370,5.63,5.67,3.6
1.2,"Very Good","I","SI1",63.2,58,5257,6.71,6.75,4.25
0.53,"Ideal","H","IF",61.4,55,2059,5.21,5.24,3.21
0.9,"Good","D","VVS1",62.9,58,8239,6.01,6.1,3.81
1.5,"Very Good","H","SI2",63.3,57,6770,7.27,7.21,4.59
0.28,"Ideal","E","VS1",62,57,598,4.17,4.2,2.59
1.09,"Premium","H","SI2",61.7,60,4578,6.59,6.57,4.06
0.3,"Ideal","H","VVS2",61.5,56,776,4.35,4.33,2.67
0.71,"Very Good","G","SI2",62.4,59,2171,5.68,5.7,3.55
0.61,"Good","E","I1",63.4,57.1,1168,5.37,5.43,3.42
0.61,"Ideal","E","VS2",61.4,56,2434,5.47,5.51,3.37
0.9,"Very Good","I","SI1",61.4,55,3271,6.19,6.28,3.83
0.5,"Premium","D","VS2",61.1,58,1752,5.09,5.12,3.12
0.35,"Premium","F","SI1",62.3,58,748,4.53,4.49,2.81
0.39,"Premium","H","VVS2",62.1,58,1097,4.65,4.63,2.88
1.5,"Very Good","G","SI2",60.7,61,8580,7.33,7.36,4.46
0.73,"Premium","E","SI1",61.8,59,2510,5.8,5.73,3.56
0.43,"Premium","D","SI2",61.1,58,919,4.9,4.86,2.98
0.74,"Ideal","I","SI1",61.3,56,2769,5.82,5.86,3.57
0.41,"Very Good","I","VVS1",62,56,863,4.75,4.77,2.95
0.72,"Premium","F","VS1",58.8,60,2838,5.91,5.89,3.47
1.03,"Premium","H","VS1",62.5,59,5624,6.47,6.43,4.03
0.3,"Ideal","F","IF",60.7,56,1131,4.35,4.38,2.65
0.97,"Ideal","D","SI1",62.8,56,5028,6.24,6.3,3.94
2,"Good","E","SI2",60.1,54,15962,8.01,8.15,4.86
3.04,"Premium","I","SI2",59.3,60,18559,9.51,9.46,5.62
1.11,"Ideal","H","SI1",62,56,5102,6.65,6.61,4.11
0.3,"Ideal","D","VS2",62.3,54,911,4.33,4.3,2.69
1.32,"Ideal","G","VVS2",62.3,57,11419,6.96,7.04,4.36
1.35,"Ideal","J","VS1",62.3,54,6048,7.17,7.06,4.43
0.31,"Premium","I","VVS1",62.2,60,732,4.32,4.3,2.68
0.54,"Very Good","F","VVS1",59.7,56,2356,5.33,5.35,3.19
1.01,"Very Good","G","VS2",62.5,60,5519,6.31,6.37,3.96
1.04,"Premium","E","SI2",60.1,58,3392,6.65,6.56,3.97
0.78,"Ideal","G","VS2",61.7,56,3613,5.89,5.94,3.65
0.53,"Ideal","F","SI1",61.6,54,1284,5.23,5.25,3.23
0.71,"Very Good","G","SI1",61.2,61,2266,5.66,5.71,3.48
2.01,"Premium","H","SI2",61.6,58,16499,8.12,8.02,4.97
1.55,"Premium","H","VS2",60.4,60,11149,7.44,7.39,4.48
1.01,"Premium","G","VVS2",61.4,58,6843,6.46,6.51,3.98
0.6,"Very Good","J","VS2",60,59.4,1262,5.47,5.51,3.29
0.32,"Ideal","G","VVS2",62,55,936,4.44,4.4,2.74
0.33,"Very Good","H","SI2",63.5,57,534,4.39,4.36,2.78
1.01,"Ideal","H","SI1",62.2,58,4773,6.37,6.43,3.98
0.4,"Very Good","E","VVS2",63.6,55,1028,4.67,4.7,2.98
1.6,"Ideal","J","VS2",61.9,55,8886,7.51,7.54,4.66
1.01,"Very Good","E","VVS2",60.2,60,9076,6.46,6.5,3.9
0.51,"Very Good","F","VS1",59.9,63,1812,5.22,5.16,3.11
1,"Very Good","I","VS1",60.8,59,5557,6.39,6.44,3.9
0.39,"Ideal","D","VS1",61.8,54,988,4.69,4.73,2.91
0.43,"Ideal","G","VVS2",61.4,55,1056,4.83,4.88,2.98
0.3,"Ideal","F","IF",62.3,55,886,4.29,4.31,2.68
0.53,"Ideal","E","VS2",61.4,56,1721,5.18,5.25,3.2
0.9,"Very Good","G","VS2",61.3,59,4269,6.15,6.21,3.79
1.01,"Ideal","F","VS1",62.2,56,9077,6.4,6.46,4
0.71,"Good","H","VVS2",63,59,2517,5.64,5.67,3.56
0.72,"Ideal","G","VVS1",61.7,54.8,3548,5.73,5.77,3.55
0.9,"Good","F","SI1",58.8,60,4004,6.22,6.26,3.67
0.6,"Very Good","G","VVS1",61.2,56,2528,5.41,5.46,3.32
0.54,"Premium","G","VS1",61.1,60,1760,5.28,5.23,3.21
0.34,"Very Good","H","VS1",63.1,57,765,4.44,4.4,2.79
0.71,"Ideal","D","VS1",62.5,57,3090,5.71,5.68,3.56
0.51,"Ideal","F","VS2",61.7,56,1660,5.13,5.15,3.17
0.72,"Premium","D","SI2",59.1,58,2043,5.88,5.83,3.46
1.25,"Ideal","H","SI2",62.8,55,5880,6.87,6.82,4.3
0.33,"Premium","I","VS1",61.1,59,521,4.44,4.47,2.72
1,"Premium","G","VS1",60.6,59,6115,6.48,6.42,3.91
0.33,"Premium","E","SI1",60.4,59,579,4.43,4.47,2.69
0.34,"Ideal","D","VS2",61.3,57,805,4.47,4.5,2.75
1.05,"Good","E","SI1",64.2,61,4878,6.33,6.41,4.09
2.03,"Premium","G","SI1",61.3,59,18423,8.11,8.08,4.96
1,"Premium","F","SI2",61.7,58,3858,6.36,6.32,3.91
1.01,"Very Good","E","VVS2",63.1,57,8849,6.31,6.39,4.01
1.51,"Good","F","VS2",64,59,8794,7.16,7.08,4.56
1.14,"Very Good","F","SI1",61,60,5819,6.67,6.74,4.09
0.93,"Premium","H","SI1",60.9,61,3437,6.24,6.2,3.79
0.31,"Premium","E","VS1",61.7,58,734,4.3,4.36,2.67
1.01,"Good","I","SI2",62.6,59,3823,6.34,6.43,4
0.71,"Ideal","D","VS1",60.9,57,3518,5.74,5.76,3.5
1.28,"Premium","H","SI2",60.2,60,5376,6.97,6.93,4.31
1.52,"Ideal","J","VS1",62.8,54.3,8687,7.32,7.35,4.61
0.31,"Good","I","VS1",63.9,56,628,4.3,4.28,2.74
0.32,"Premium","E","VVS2",61.5,58,1080,4.42,4.36,2.7
0.33,"Very Good","I","VS1",59.9,62,575,4.48,4.57,2.71
1.29,"Premium","I","SI1",62.1,57,6140,7.03,6.92,4.33
1.01,"Premium","H","VS2",58.1,60,4348,6.61,6.55,3.82
0.32,"Very Good","E","VVS2",61.6,54,816,4.43,4.46,2.74
0.72,"Good","H","VS1",60,61.2,2637,5.74,5.83,3.47
1.12,"Very Good","G","VVS1",58.9,60,8072,6.78,6.91,4.03
0.4,"Good","E","SI1",63.7,56,882,4.69,4.66,2.98
1.33,"Premium","H","SI1",61.9,58,7171,6.98,7.04,4.34
1.72,"Ideal","G","SI2",62.8,59,10268,7.62,7.55,4.76
2.09,"Ideal","H","SI1",60.6,57,14383,8.34,8.29,5.04
0.7,"Very Good","H","SI2",60,60,2077,5.76,5.8,3.47
0.7,"Ideal","F","VS1",61.7,55,3154,5.72,5.76,3.54
0.52,"Ideal","F","SI1",62.2,54,1223,5.19,5.23,3.24
0.44,"Premium","G","VS1",62.3,59,1031,4.87,4.82,3.02
1.27,"Premium","G","VS2",61,60,8705,6.97,6.93,4.24
1.11,"Ideal","D","VVS2",63,57,12016,6.58,6.65,4.17
1,"Ideal","E","VS2",61.6,57,6720,6.44,6.38,3.95
0.51,"Ideal","D","VS2",60.9,56,1787,5.16,5.19,3.15
2.01,"Ideal","I","VS2",60.7,57,17197,8.21,8.17,4.97
0.52,"Ideal","F","SI2",61.5,55,1121,5.17,5.2,3.19
1.01,"Very Good","F","VS1",62.8,58,6999,6.32,6.39,3.99
0.25,"Very Good","F","VVS2",61,58,575,4.02,4.05,2.46
0.52,"Very Good","D","SI1",63.2,57,1446,5.11,5.15,3.24
0.4,"Good","E","SI2",61.2,61,588,4.71,4.74,2.89
0.34,"Very Good","G","VS1",60.4,61,686,4.48,4.53,2.72
0.7,"Ideal","F","SI2",62.1,57,2398,5.65,5.69,3.52
0.31,"Ideal","G","VS1",61.5,56,625,4.39,4.43,2.71
2.33,"Very Good","H","SI2",63.2,56,13500,8.44,8.35,5.31
1.01,"Ideal","I","SI1",60.2,59,4612,6.49,6.54,3.92
0.34,"Ideal","G","VS1",61.4,56,657,4.52,4.54,2.78
0.27,"Ideal","D","VVS2",61.5,56,752,4.18,4.15,2.56
1.22,"Premium","D","SI2",62,60,6046,6.8,6.74,4.2
1.21,"Ideal","D","VVS2",61.3,57,12375,6.85,6.88,4.21
0.3,"Ideal","H","VVS1",61.6,57,665,4.3,4.34,2.66
0.7,"Very Good","E","SI1",63.1,58,2643,5.61,5.64,3.55
1.06,"Ideal","G","SI2",61,57,4662,6.61,6.56,4.02
0.49,"Premium","F","SI1",60.5,60,1072,5.1,5.08,3.08
1.23,"Ideal","I","SI1",61.1,58,6183,6.86,6.91,4.21
1.05,"Ideal","H","SI2",61.8,58,4604,6.52,6.55,4.04
0.7,"Very Good","H","VS2",60,57,2335,5.74,5.8,3.46
0.71,"Good","I","VVS2",63.7,56,2283,5.68,5.63,3.6
0.31,"Premium","H","SI1",61.1,55,573,4.39,4.35,2.67
1.01,"Premium","F","SI2",61.6,58,4497,6.4,6.39,3.94
0.75,"Very Good","F","SI1",63.4,58,2811,5.72,5.76,3.64
0.52,"Good","I","SI1",63.3,55,978,5.1,5.13,3.24
0.43,"Good","E","SI2",63.4,57,669,4.77,4.82,3.04
1.04,"Very Good","H","IF",62,55,6694,6.51,6.55,4.05
1.7,"Premium","I","VS2",60.7,59,11519,7.63,7.7,4.65
2,"Premium","J","VS2",62.9,60,11966,7.99,7.95,5.01
0.34,"Ideal","D","VS2",62.4,53,805,4.49,4.52,2.81
0.31,"Ideal","H","VVS2",61.1,56,802,4.37,4.33,2.66
1,"Very Good","E","SI1",63.7,55,5413,6.35,6.4,4.06
0.54,"Good","H","VS2",63.2,55,1338,5.2,5.24,3.3
0.53,"Ideal","G","VS1",61.9,56,1721,5.19,5.21,3.22
1.5,"Good","F","SI1",60.5,62,11399,7.32,7.38,4.45
1.13,"Ideal","H","VS2",62,55,4708,6.68,6.65,4.13
0.3,"Ideal","G","VVS1",61.7,57,878,4.34,4.31,2.67
1.51,"Premium","H","SI2",62.4,58,8388,7.36,7.31,4.58
1.03,"Very Good","H","VS2",59.9,59,5620,6.5,6.52,3.9
1.21,"Premium","H","SI2",62.6,61,5421,6.75,6.7,4.21
0.3,"Very Good","D","SI1",63.4,56,709,4.29,4.26,2.71
0.3,"Ideal","F","SI1",61.4,55,475,4.34,4.36,2.67
0.74,"Ideal","D","VS2",62,57,3487,5.79,5.83,3.6
1.06,"Very Good","I","VS1",58.5,58.3,5293,6.66,6.79,3.94
1.12,"Premium","D","VS2",63,57,7587,6.62,6.55,4.15
0.4,"Premium","E","VVS2",61.4,56,1056,4.81,4.74,2.93
0.31,"Ideal","H","SI1",62.7,56,573,4.38,4.33,2.73
0.71,"Ideal","I","VS2",62.2,55,2681,5.71,5.73,3.56
0.33,"Very Good","H","VS2",62,59,521,4.4,4.44,2.74
0.7,"Ideal","G","VS1",60.6,57,2512,5.7,5.75,3.47
0.41,"Very Good","I","VVS1",61.9,57,863,4.78,4.82,2.97
0.72,"Ideal","I","VVS1",61.3,57,2678,5.77,5.75,3.53
0.9,"Very Good","E","VS2",61.1,63,4134,6.17,6.2,3.78
1.41,"Very Good","H","SI1",62.6,59,8283,7.08,7.14,4.45
1.02,"Fair","F","SI1",64.8,59,5255,6.33,6.23,4.07
1.01,"Premium","F","SI2",59.2,58,3837,6.5,6.47,0
0.6,"Ideal","G","VS2",62.1,57,1625,5.36,5.43,3.35
1,"Very Good","F","SI2",63.4,58,4036,6.31,6.25,3.98
0.74,"Fair","G","SI1",64.8,59,2060,5.63,5.6,3.64
1.7,"Very Good","F","I1",63.1,56,5998,7.62,7.51,4.78
0.91,"Premium","F","SI2",60.5,59,2461,6.21,6.19,3.75
0.26,"Very Good","E","VVS2",62.9,56,614,4.07,4.1,2.57
0.43,"Very Good","G","VS1",61,58,943,4.89,4.92,2.99
0.7,"Very Good","J","VS2",61.1,61,1952,5.64,5.69,3.46
0.7,"Premium","E","VS2",62.5,59,2737,5.65,5.62,3.52
0.5,"Very Good","G","VVS1",63.3,53,1885,5.06,5.09,3.21
0.41,"Ideal","E","SI1",62.1,54,969,4.81,4.76,2.97
1.01,"Premium","F","SI1",58.5,60,4989,6.6,6.57,3.85
0.32,"Ideal","E","VS2",62.6,53,900,4.38,4.37,2.74
1.01,"Very Good","G","VS2",63.1,55,5294,6.38,6.36,4.02
0.73,"Ideal","E","VS2",61.6,56,3429,5.8,5.82,3.58
1.04,"Ideal","F","SI1",62.1,56,4426,6.54,6.47,4.04
2.01,"Very Good","I","VS1",62.8,59,17877,8.02,8.07,5.05
0.71,"Premium","G","SI1",62.5,58,2613,5.66,5.61,3.52
0.4,"Premium","G","IF",59.8,58,1333,4.79,4.85,2.88
0.55,"Ideal","D","SI2",61.6,56,1364,5.28,5.31,3.26
1.02,"Very Good","H","VS2",63.3,55,4604,6.4,6.33,4.03
0.42,"Premium","G","VS2",62,58,1087,4.81,4.77,2.97
0.59,"Ideal","E","VVS2",62,55,2643,5.36,5.41,3.34
0.41,"Good","F","VVS2",59.2,63,1150,4.82,4.87,2.87
0.32,"Ideal","G","VS2",60.3,57,720,4.46,4.43,2.68
1.01,"Very Good","G","SI1",60,58,4719,6.51,6.55,3.92
0.3,"Good","G","VS1",63.6,57,605,4.23,4.26,2.7
0.3,"Ideal","H","VVS1",61.9,57,665,4.29,4.31,2.66
1.3,"Premium","F","VVS1",59.3,59,14196,7.11,7.08,4.22
0.71,"Ideal","G","SI1",61.4,57,2386,5.76,5.71,3.52
0.96,"Good","D","SI2",64,62,3419,6.16,6.13,3.93
0.33,"Ideal","G","VS1",61.9,54,666,4.44,4.48,2.76
0.71,"Ideal","I","VS2",61.5,55,2878,5.76,5.78,3.55
1,"Premium","G","SI2",60.2,58,3584,6.55,6.48,3.92
0.8,"Ideal","G","SI1",60.8,57,2699,6.02,6.05,3.67
0.32,"Ideal","G","VS2",61.7,57,720,4.4,4.38,2.71
1.02,"Very Good","E","SI2",63.1,59,4404,6.33,6.39,4.01
1.53,"Premium","J","IF",61.1,58,9424,7.41,7.45,4.54
0.41,"Very Good","E","SI1",63.2,56,1015,4.74,4.72,2.99
0.74,"Ideal","H","VS1",61.6,55,3030,5.79,5.83,3.58
1,"Very Good","F","VVS1",62.5,57,9201,6.31,6.36,3.96
0.96,"Ideal","J","VS2",61.5,57,3326,6.32,6.36,3.9
0.72,"Premium","E","VS2",60.4,61,3024,5.79,5.76,3.49
0.31,"Ideal","I","IF",61.7,55,635,4.36,4.39,2.7
1,"Very Good","E","SI2",59.5,63,4004,6.41,6.47,3.83
0.41,"Ideal","D","VS1",62.9,57,1230,4.75,4.73,2.98
0.7,"Ideal","G","VS1",61.4,57,3034,5.7,5.73,3.51
1.5,"Premium","J","SI1",60.5,59,6806,7.38,7.47,4.49
0.43,"Premium","D","VS2",60,59,1234,4.93,4.91,2.95
2.32,"Ideal","I","SI2",62,57,17676,8.49,8.45,5.25
1.01,"Good","D","SI1",63.9,60,5147,6.32,6.29,4.03
1.01,"Very Good","E","SI1",63.4,58,5684,6.32,6.37,4.02
0.4,"Premium","D","VS2",62.5,59,1050,4.72,4.66,2.93
0.7,"Premium","G","VVS2",61.8,58,2874,5.67,5.63,3.49
1.51,"Very Good","H","VS2",63,57,10319,7.25,7.3,4.58
0.4,"Very Good","D","VVS2",62.6,55,1168,4.7,4.72,2.95
0.72,"Very Good","G","VS2",63.3,57,2477,5.71,5.67,3.6
2.09,"Ideal","H","SI2",60.6,57,16703,8.3,8.2,5
2.02,"Premium","I","VS2",62.9,59,15808,8.03,7.93,5.02
1.08,"Ideal","E","VS1",61.6,57,8674,6.58,6.61,4.06
0.33,"Very Good","G","VS2",62.6,56,579,4.38,4.41,2.75
0.9,"Very Good","E","SI1",59.8,58,4165,6.21,6.26,3.73
0.35,"Premium","G","VS1",62.9,58,906,4.49,4.48,2.82
0.31,"Ideal","G","SI1",62.2,55,462,4.36,4.38,2.72
0.92,"Good","I","VS2",59.6,61,3785,6.28,6.34,3.76
0.32,"Ideal","J","VS1",61.3,57,421,4.41,4.43,2.71
1.09,"Ideal","E","SI2",61.7,58,5042,6.58,6.62,4.07
0.57,"Ideal","E","VS2",61.6,56,1728,5.34,5.38,3.3
0.34,"Ideal","E","VS2",62.5,55,692,4.45,4.48,2.79
1,"Fair","E","SI2",55.4,62,3011,6.63,6.59,3.66
0.42,"Premium","G","VS2",59.5,59,1087,4.89,4.83,2.89
1.01,"Very Good","F","VVS1",62.8,59,9474,6.37,6.43,4.02
0.3,"Very Good","D","VS1",58,62,666,4.44,4.45,2.58
0.5,"Good","F","VS2",58.8,64,1433,5.21,5.16,3.05
0.41,"Ideal","F","VS2",61.8,56,1107,4.79,4.76,2.95
0.27,"Very Good","G","VVS1",62.5,56,566,4.14,4.16,2.59
0.57,"Ideal","F","VS1",62.3,57,1961,5.29,5.32,3.3
0.3,"Ideal","E","VVS1",62,58,862,4.28,4.3,2.66
0.53,"Premium","G","VS2",61.2,57,1607,5.26,5.19,3.2
1.12,"Very Good","G","IF",61,58,9820,6.7,6.72,4.09
0.74,"Ideal","D","SI2",62.2,57,2690,5.78,5.82,3.61
0.27,"Ideal","G","VS2",61.5,56,490,4.16,4.18,2.56
1.02,"Premium","F","VS1",62.8,58,7677,6.44,6.4,4.03
1.23,"Ideal","H","SI1",63,55,5768,6.78,6.72,4.27
0.53,"Premium","F","VS1",59.4,58,1766,5.32,5.28,3.15
1.06,"Very Good","G","SI2",61.1,62,4162,6.55,6.61,4.02
1.03,"Very Good","H","SI1",63.3,57,4932,6.41,6.39,4.05
1.21,"Ideal","F","IF",62.8,56,15497,6.75,6.84,4.27
0.51,"Ideal","G","VS1",62.5,57,1656,5.07,5.14,3.19
0.9,"Very Good","F","SI2",63.1,58,3457,6.13,6.11,3.86
0.3,"Very Good","I","VS1",63.3,59,608,4.23,4.2,2.67
1.11,"Ideal","H","SI2",61.4,57,4709,6.63,6.67,4.08
0.71,"Good","E","SI1",58.4,61,2573,5.85,5.93,3.44
0.52,"Very Good","G","VS2",63,55,1369,5.13,5.16,3.24
0.3,"Premium","E","IF",61,59,1097,4.33,4.29,2.63
0.53,"Very Good","E","VS2",60.1,60,1612,5.21,5.28,3.15
0.3,"Very Good","F","SI2",62.3,58,394,4.28,4.32,2.68
1.15,"Very Good","H","SI2",63,54,4483,6.64,6.73,4.21
0.53,"Premium","D","VS2",60.2,58,1904,5.26,5.23,3.16
0.72,"Ideal","F","VVS1",60.8,56,5051,5.83,5.81,3.54
0.31,"Ideal","G","VVS1",62.8,53,1046,4.36,4.34,2.73
1.35,"Premium","I","SI2",62.3,59,5919,7.09,7.03,4.4
1.01,"Premium","H","SI1",60,62,4836,6.51,6.45,3.89
1.09,"Premium","H","SI2",61.2,62,4395,6.63,6.58,4.04
0.31,"Very Good","I","VS2",60.7,61,435,4.32,4.34,2.63
0.4,"Very Good","E","VS2",59.4,58,770,4.78,4.82,2.85
0.44,"Premium","I","VVS1",60.8,57,990,4.93,4.88,2.98
0.54,"Ideal","G","SI2",62.7,56,1287,5.23,5.2,3.27
0.51,"Very Good","G","VVS1",63.2,58,1971,5.11,5.08,3.22
0.76,"Good","D","VS1",63.7,56,3950,5.81,5.77,3.69
0.35,"Ideal","I","IF",62.5,55,737,4.52,4.54,2.83
0.33,"Ideal","F","VS2",62,54.2,660,4.42,4.45,2.75
2.01,"Good","H","SI2",62.2,57,14956,8.05,8.1,5.03
0.3,"Premium","G","VS1",61.3,58,776,4.33,4.29,2.64
0.43,"Ideal","D","VVS1",61.9,54,1754,4.83,4.87,3
1.21,"Very Good","G","VS2",62,58,7787,6.73,6.82,4.2
0.9,"Ideal","D","VS1",61.9,59,7393,6.14,6.17,3.81
0.39,"Very Good","E","VS1",62.5,58,914,4.67,4.7,2.93
0.39,"Very Good","G","VVS2",63.4,57,956,4.65,4.62,2.94
0.7,"Premium","G","VS2",61.8,60,2479,5.67,5.63,3.49
1.53,"Ideal","I","VS2",61.5,56,11434,7.39,7.44,4.55
0.41,"Premium","H","SI1",61.4,60,876,4.78,4.73,2.92
1.5,"Very Good","G","SI1",62.2,58,9515,7.21,7.28,4.51
0.7,"Good","F","SI1",63.1,56,2127,5.63,5.66,3.56
0.93,"Good","D","SI2",61.4,63,4165,6.22,6.26,3.83
1,"Very Good","F","VS2",58.7,62,5929,6.51,6.6,3.85
0.31,"Premium","E","VS1",62.6,60,879,4.33,4.29,2.7
0.32,"Very Good","I","VS2",62.9,57,449,4.37,4.4,2.76
