"carat","cut","color","clarity","depth","table","price","x","y","z"
1.02,"Premium","E","SI1",61.4,58,5956,6.48,6.45,3.97
0.78,"Very Good","H","SI1",63.1,58,2600,5.85,5.88,3.7
0.42,"Ideal","D","VVS2",62.1,55,1389,4.81,4.78,2.98
1.5,"Premium","E","SI2",61,58,9450,7.35,7.3,4.47
0.52,"Ideal","E","SI1",62.3,56,1389,5.12,5.16,3.2
0.38,"Premium","H","VS2",60.9,60,700,4.62,4.67,2.83
2.58,"Fair","F","SI2",65.2,59,12500,8.58,8.51,5.57
1.2,"Ideal","H","SI1",62.2,56,6471,6.8,6.77,4.23
1.2,"Ideal","J","VS2",61.6,54,4099,6.88,6.82,4.22
0.64,"Very Good","H","SI2",64.2,58,1292,5.43,5.48,3.5
0.5,"Ideal","E","VS2",62.3,57,1559,5.04,5.08,3.15
0.91,"Good","F","SI1",63.7,58,3924,6.17,6.1,3.91
0.77,"Premium","E","SI1",60.9,58,2896,5.94,5.88,3.6
1.55,"Premium","H","VS2",60.4,60,11149,7.44,7.39,4.48
0.73,"Ideal","F","VVS1",61.9,56,3342,5.83,5.76,3.59
1.09,"Ideal","J","VS2",62,54,4361,6.64,6.61,4.11
1.51,"Premium","G","SI1",60.6,60,10267,7.45,7.41,4.5
1.53,"Premium","I","VS2",62,58,10013,7.36,7.41,4.58
0.57,"Ideal","F","IF",61.8,54,2974,5.33,5.35,3.3
0.4,"Ideal","E","VVS2",61.5,56,1238,4.79,4.74,2.93
0.5,"Premium","G","VS1",62.5,58,1746,5.11,5.07,3.18
0.7,"Ideal","E","VS1",60.5,56,2973,5.74,5.79,3.49
0.96,"Very Good","F","SI2",59.8,59,4218,6.38,6.45,3.84
1.5,"Good","J","SI2",63.6,58,6306,7.18,7.25,4.59
0.73,"Very Good","E","VS2",62.9,58,3184,5.7,5.75,3.6
0.6,"Ideal","D","VVS2",61.9,55,3382,5.41,5.45,3.36
1.51,"Good","H","SI1",62.2,61,8854,7.25,7.32,4.53
0.24,"Very Good","E","VS2",63.1,56,419,3.95,3.98,2.5
0.26,"Very Good","G","VS1",62.1,56,418,4.07,4.11,2.54
0.41,"Ideal","G","VVS1",62,56,1151,4.78,4.8,2.97
0.35,"Premium","E","IF",59,61,1148,4.64,4.62,2.73
0.56,"Ideal","I","VVS1",61.1,55,1622,5.33,5.35,3.26
1.42,"Very Good","E","SI1",61.1,62,9278,7.17,7.2,4.39
2.08,"Ideal","H","SI1",61.7,58,17469,8.13,8.21,5.04
0.63,"Ideal","E","VVS1",62.4,56,3161,5.48,5.52,3.43
0.3,"Premium","G","SI2",58.1,61,506,4.47,4.41,2.58
1.19,"Very Good","E","SI1",58,63,5956,6.9,6.97,4.02
0.36,"Premium","F","VVS2",62.5,56,945,4.6,4.52,2.85
1.23,"Ideal","H","SI2",63.8,57,5510,6.78,6.72,4.31
0.5,"Premium","D","SI1",62.3,58,1654,5.07,5.04,3.15
1.5,"Very Good","E","SI2",62.7,56,8827,7.33,7.38,4.61
0.34,"Ideal","E","SI1",61.4,55,765,4.54,4.48,2.77
0.31,"Ideal","D","VS2",62.2,56,942,4.36,4.32,2.7
1.22,"Good","H","SI2",63.5,56,6250,6.84,6.77,4.32
0.33,"Premium","H","IF",62.9,58,1010,4.43,4.38,2.77
0.34,"Premium","H","SI2",58.6,62,536,4.62,4.6,2.7
0.71,"Ideal","H","SI1",61.1,57,2313,5.71,5.75,3.5
0.7,"Ideal","F","VS1",61.2,58,3154,5.7,5.73,3.5
0.35,"Premium","F","VS2",60.4,59,879,4.57,4.54,2.75
1.18,"Premium","G","VS2",61.5,58,9516,6.87,6.79,4.2
0.5,"Ideal","E","VVS2",61.1,57,2165,5.13,5.15,3.14
0.5,"Fair","J","VS1",66.8,57,949,4.89,4.84,3.25
0.32,"Ideal","D","SI2",62.6,56,477,4.38,4.4,2.75
0.34,"Premium","I","VS2",61.8,58,477,4.48,4.51,2.78
0.9,"Premium","J","SI1",61.8,58,2873,6.16,6.13,3.8
0.41,"Ideal","H","SI1",62.4,53,722,4.78,4.81,2.99
1.1,"Premium","H","VS2",61.2,58,5805,6.75,6.64,4.1
0.57,"Ideal","E","VS2",61.6,56,1728,5.34,5.38,3.3
0.33,"Ideal","F","VVS1",62.5,54,880,4.43,4.46,2.78
0.33,"Ideal","G","VS1",62.1,54,854,4.47,4.45,2.77
0.31,"Premium","I","VS2",59.9,60,435,4.41,4.44,2.65
1.2,"Good","H","VS2",63.3,59,6710,6.74,6.78,4.28
1.07,"Ideal","G","VVS2",62.8,57,8120,6.56,6.46,4.09
0.5,"Premium","E","VS2",61.8,58,1746,5.11,5.05,3.14
0.23,"Ideal","E","VS1",61.9,55,586,3.94,3.98,2.45
0.4,"Good","D","VS1",56.3,59,1254,4.94,4.97,2.79
1.21,"Ideal","E","SI1",62.3,56,7088,6.87,6.81,4.26
1.6,"Premium","J","VS1",62.6,59,7903,7.51,7.4,4.66
1.01,"Premium","F","VS2",62.2,60,6533,6.4,6.37,3.97
1.01,"Good","F","SI2",63.1,58,4004,6.34,6.38,4.01
1.01,"Very Good","F","VVS1",62.9,57,10019,6.35,6.41,4.01
0.77,"Fair","J","SI1",60.2,66,1956,5.97,5.81,3.55
0.48,"Very Good","E","VS1",62.2,62,1644,4.95,4.99,3.09
1.51,"Ideal","I","SI1",62.2,56,7145,7.36,7.27,4.55
0.52,"Ideal","D","VVS2",61.4,56,2302,5.23,5.2,3.2
0.5,"Very Good","E","VVS2",62,55,2105,5.08,5.11,3.16
0.7,"Very Good","J","SI1",58.4,62,1836,5.85,5.87,3.42
1.39,"Premium","G","VS2",62,56,8874,7.18,7.14,4.44
0.33,"Ideal","F","VVS1",61.9,56,1021,4.47,4.42,2.75
0.57,"Premium","E","SI1",61.4,58,1608,5.28,5.34,3.26
0.76,"Premium","F","SI1",60.3,58,2607,5.91,5.96,3.58
0.23,"Very Good","E","VVS1",62.9,59,530,3.93,3.95,2.48
0.9,"Good","F","SI2",64.2,62,3016,6,6.08,3.88
2.01,"Fair","H","SI2",65.9,57,12617,7.8,7.74,5.12
0.7,"Ideal","E","SI1",62.4,55,2703,5.66,5.69,3.54
0.57,"Very Good","F","VS1",63.2,56,1741,5.27,5.31,3.34
0.38,"Ideal","F","VVS2",61,57,1117,4.69,4.72,2.87
0.3,"Ideal","G","VS2",63,56,675,4.3,4.27,2.7
0.41,"Good","D","SI2",63.1,54,638,4.72,4.75,2.99
1.07,"Ideal","H","VVS1",61.7,56,7273,6.56,6.68,4.06
1.12,"Very Good","G","SI1",59.5,62,5088,6.76,6.81,4.04
0.56,"Very Good","H","SI2",62,63,956,5.26,5.21,3.27
0.72,"Very Good","F","VS1",63.3,58,3219,5.66,5.71,3.6
0.7,"Very Good","E","VVS1",60.9,59,3724,5.67,5.81,3.5
0.52,"Premium","F","SI1",62,59,1112,5.18,5.15,3.2
0.58,"Ideal","H","VS1",61.1,57,1759,5.38,5.42,3.3
0.37,"Premium","I","VS1",61.4,59,749,4.61,4.55,2.81
1.01,"Premium","G","SI1",61.3,59,5006,6.48,6.44,3.96
0.5,"Ideal","G","VVS1",62.7,57,2070,5.1,5.07,3.19
1.07,"Ideal","F","SI2",61.6,56,4954,0,6.62,0
0.55,"Ideal","I","VVS1",62.7,57,1593,5.17,5.23,3.26
1.35,"Very Good","G","VS2",62.8,59,9302,7.01,7.04,4.41
0.5,"Very Good","E","SI2",58,63,1009,5.22,5.19,3.02
0.7,"Good","H","VVS2",63.8,57,2657,5.61,5.51,3.55
1,"Ideal","E","VS2",62.9,55,6871,6.4,6.36,4.01
0.54,"Good","E","SI2",63.8,54,1250,5.18,5.17,3.3
1.57,"Ideal","G","SI1",61.8,55,11596,7.43,7.49,4.61
0.52,"Premium","D","SI1",62,60,1284,5.18,5.11,3.19
0.7,"Very Good","F","SI1",60.3,59,2409,5.73,5.82,3.48
0.93,"Good","F","SI2",63.4,54,3896,6.19,6.24,3.94
0.3,"Ideal","F","VS2",61.8,56,776,4.31,4.3,2.66
0.35,"Premium","E","VS2",59.2,58,984,4.63,4.59,2.73
0.4,"Very Good","G","SI1",61,56,711,4.77,4.8,2.92
1.13,"Fair","I","VS2",55.9,67,4695,7.05,6.94,3.9
1.25,"Ideal","H","SI2",62.7,56,5670,6.92,6.87,4.32
0.3,"Premium","H","SI1",61.6,62,540,4.3,4.24,2.63
1.21,"Very Good","F","VVS2",61,58,11455,6.89,6.92,4.21
0.71,"Very Good","F","SI1",63.1,57,2343,5.69,5.66,3.58
0.5,"Very Good","G","SI1",60,63,1197,5.06,5.1,3.05
1.51,"Very Good","D","SI2",59.7,58,9627,7.43,7.48,4.45
0.41,"Good","F","SI1",64.4,56,659,4.69,4.72,3.03
2.01,"Premium","I","VS2",62.8,58,16778,8.01,7.94,5.01
1.52,"Ideal","H","I1",61.6,56,6793,7.75,7.73,4.77
0.71,"Premium","F","VS1",60.5,58,2839,5.75,5.72,3.47
1.15,"Ideal","F","SI2",60.6,58,5635,6.75,6.79,4.1
0.35,"Ideal","I","VS1",61.6,56,709,4.58,4.54,2.81
1.02,"Ideal","H","VS2",60.4,57,5666,6.58,6.54,3.96
0.3,"Premium","E","SI1",60,60,526,4.36,4.38,2.62
0.74,"Very Good","D","SI2",62.2,59,2713,5.75,5.79,3.59
0.9,"Premium","I","VS2",62.8,61,3246,6.12,6.02,3.81
0.48,"Ideal","F","IF",62,54,2059,5,5.05,3.11
0.24,"Very Good","E","VVS2",60.3,58,552,4.03,4.06,2.44
0.72,"Ideal","F","VS2",59.5,57,2863,5.91,5.86,3.5
0.43,"Premium","E","SI2",60.8,58,919,4.88,4.86,2.96
0.37,"Premium","G","VS2",60.7,57,833,4.69,4.64,2.83
1.01,"Very Good","H","VS2",62.5,57,4821,6.37,6.44,4
1.52,"Ideal","G","SI2",61.9,57,7108,7.43,7.38,4.58
0.31,"Ideal","D","VS1",62,57,863,4.35,4.33,2.69
0.59,"Ideal","E","VVS2",61.1,57,2911,5.39,5.41,3.3
1,"Good","I","VS1",64,53,3763,6.34,6.28,4.04
1.22,"Premium","G","VS2",61.2,58,7870,6.91,6.81,4.2
0.7,"Ideal","E","VS2",61.5,57,2980,5.67,5.78,3.52
0.48,"Very Good","F","VVS1",62.3,55,1914,5.02,5.05,3.13
1.05,"Premium","G","VS2",61.9,59,5821,6.56,6.52,4.05
1.71,"Premium","I","SI2",60.6,57,9760,7.78,7.71,4.69
1.03,"Ideal","E","SI2",62.5,56,4522,6.48,6.45,4.04
0.32,"Ideal","I","VVS2",62.2,54.5,567,4.38,4.42,2.74
1.5,"Good","J","VS2",59.6,60,7368,7.31,7.38,4.38
1.5,"Very Good","G","VS2",60.7,59,18691,7.31,7.38,4.46
0.61,"Good","I","VS2",63.4,55,1303,5.42,5.46,3.45
1.2,"Premium","H","VS2",62.8,59,6666,6.75,6.7,4.22
0.91,"Very Good","G","SI1",63.4,59,3763,6.2,6.14,3.91
0.45,"Ideal","I","VS2",61.9,54,717,4.92,4.94,3.05
0.71,"Very Good","F","VS1",60.1,62,2765,5.74,5.77,3.46
0.43,"Premium","F","VS1",59.9,58,1129,4.93,4.89,2.94
1.02,"Premium","G","I1",61.3,57,2387,6.47,6.35,3.93
1.01,"Very Good","H","SI1",61.8,60,4855,6.38,6.44,3.96
1.14,"Premium","G","VS2",61.9,58,6144,6.68,6.72,4.15
0.36,"Very Good","G","SI1",61.8,57.8,606,4.52,4.58,2.81
0.96,"Very Good","F","SI2",60.9,57,4142,6.38,6.42,3.9
0.92,"Premium","H","VS2",59.6,59,3916,6.32,6.29,3.76
1.01,"Ideal","D","SI1",60.8,56,5939,6.54,6.48,3.96
2.03,"Premium","E","SI1",62.9,57,16629,8.04,7.98,5.04
0.55,"Ideal","I","VVS1",61.7,56,1593,5.24,5.29,3.25
1.25,"Ideal","I","VS1",61.6,56,7485,6.91,6.95,4.27
0.5,"Good","F","VS2",61.3,61,1447,5.05,5.1,3.11
0.41,"Ideal","E","SI2",61.9,57,683,4.76,4.8,2.96
0.41,"Very Good","G","VS1",58.9,60,839,4.84,4.87,2.86
0.3,"Good","H","SI1",63.8,55,554,4.26,4.2,2.7
1.01,"Good","G","SI2",63.8,56,3620,6.32,6.22,4
0.71,"Ideal","E","SI1",61.3,57,2704,5.81,5.78,3.55
0.67,"Premium","F","SI1",61.3,59,1809,5.65,5.63,3.46
0.31,"Ideal","F","IF",62.1,55,1046,4.35,4.34,2.7
0.32,"Ideal","H","VS1",62.9,54,720,4.41,4.37,2.76
0.8,"Ideal","F","VS1",62.4,55,3884,5.92,5.88,3.68
1.59,"Premium","G","SI1",62.3,60,11719,7.49,7.42,4.64
0.45,"Premium","F","VS1",62.1,59,1229,4.85,4.81,3
0.32,"Ideal","F","VS2",61.3,56,828,4.43,4.41,2.71
1.36,"Good","G","SI1",63.8,55,7639,6.97,6.94,4.44
1.03,"Fair","G","SI2",65.6,58,3765,6.3,6.26,4.12
1.41,"Premium","D","VVS2",60.8,57,17216,7.28,7.23,4.41
0.44,"Very Good","J","VS1",63.2,57,891,4.86,4.82,3.06
0.74,"Ideal","J","VS1",61.6,57,2154,5.77,5.83,3.57
0.32,"Ideal","I","VS2",63,55,576,4.39,4.34,2.75
0.33,"Premium","F","VS2",61.2,58,854,4.5,4.45,2.74
0.71,"Ideal","G","SI1",61.1,57,2307,5.79,5.73,3.52
0.48,"Good","G","VS1",58.2,59.2,1228,5.09,5.14,2.98
0.73,"Ideal","J","SI1",62,56,1902,5.74,5.78,3.57
2.01,"Very Good","G","SI2",61.3,60,13940,8.08,8.17,4.98
0.27,"Ideal","E","VVS2",62,55,622,4.12,4.14,2.56
0.52,"Fair","J","VS2",65.3,56,1030,5.05,5,3.28
0.36,"Premium","I","VS1",62,59,729,4.6,4.53,2.83
0.41,"Premium","E","VVS1",62.2,58,1367,4.75,4.77,2.96
1.01,"Premium","E","SI1",59.8,59,5543,6.52,6.48,3.89
0.7,"Premium","D","SI2",60.4,60,2573,5.74,5.79,3.48
0.32,"Ideal","G","VVS2",62,55,936,4.44,4.4,2.74
0.72,"Premium","E","SI1",60.9,60,2863,5.78,5.74,3.51
1.01,"Very Good","D","SI2",59.1,63,3671,6.59,6.54,3.88
0.96,"Very Good","D","SI2",60.2,63,3419,6.36,6.3,3.81
0.42,"Ideal","F","VVS1",61.3,56,1326,4.82,4.83,2.96
1.01,"Very Good","F","SI1",61.9,57,4619,6.37,6.42,3.96
0.42,"Premium","G","VS2",60.6,59,847,4.78,4.85,2.92
0.32,"Premium","G","VVS2",61.2,59,730,4.39,4.44,2.7
0.73,"Very Good","D","VS1",61.1,59,4116,5.79,5.86,3.56
0.51,"Very Good","G","VVS2",62.9,57,1875,5.09,5.12,3.21
0.67,"Good","F","VS1",59.8,60.3,2479,5.62,5.69,3.38
1.02,"Very Good","G","VS2",63,57,6062,6.37,6.39,4.02
1.08,"Good","D","SI1",63.8,59,5927,6.47,6.39,4.1
1.62,"Premium","E","SI2",60.8,59,9526,7.62,7.57,4.62
1.01,"Ideal","F","VS1",62.2,57,7122,6.38,6.48,4
1.01,"Very Good","D","SI2",59.8,57,4260,6.51,6.57,3.91
0.5,"Ideal","D","SI1",61.4,58,1415,5.07,5.1,3.12
1.03,"Ideal","F","VS1",61.5,56,7906,6.47,6.53,4
1.52,"Fair","H","SI1",61.2,60,8818,7.39,7.29,4.49
1.11,"Premium","H","SI1",62.5,58,5433,6.64,6.61,4.14
1.57,"Ideal","H","VS1",62.2,55,12810,7.44,7.49,4.64
0.38,"Ideal","E","VS2",61.5,56,717,4.65,4.69,2.87
0.36,"Ideal","E","VS2",60.7,56,738,4.63,4.65,2.82
1.04,"Very Good","D","VVS2",58.3,61,9254,6.63,6.69,3.88
1.23,"Very Good","H","VS2",61.6,59,6459,6.84,6.86,4.22
0.37,"Premium","F","SI1",60.3,58,791,4.66,4.62,2.8
1.2,"Ideal","I","VS1",62.1,56.5,6210,6.8,6.84,4.23
0.34,"Premium","H","VVS1",61.2,60,995,4.5,4.46,2.74
0.3,"Ideal","G","VVS1",62.6,54,1013,4.32,4.31,2.7
1.21,"Premium","D","SI2",60.9,58,6031,6.89,6.83,4.18
0.31,"Premium","E","VS2",60.8,58,872,4.37,4.35,2.65
0.42,"Ideal","D","VVS2",62,55,1132,4.81,4.84,2.99
0.3,"Very Good","F","VVS1",58.1,61,858,4.39,4.42,2.56
1.16,"Ideal","G","VVS2",62.2,56,9419,6.74,6.7,4.18
1.52,"Very Good","G","SI1",62.4,60,11014,7.25,7.34,4.55
0.36,"Premium","H","VS2",60.9,59,729,4.62,4.58,2.8
0.55,"Very Good","J","VS2",62.9,54,1179,5.23,5.29,3.31
0.58,"Premium","H","SI2",59,61,1066,5.45,5.42,3.21
0.51,"Good","E","VS2",63.6,54,1662,5.09,5.06,3.23
2.06,"Very Good","G","SI2",59,58,15938,8.3,8.38,4.92
0.34,"Ideal","I","SI1",61.9,57,589,4.52,4.49,2.79
0.33,"Very Good","G","VS2",60.8,62,579,4.42,4.46,2.7
0.8,"Very Good","E","VVS2",62.8,57,4893,5.93,5.95,3.73
0.71,"Ideal","D","VS2",61.4,56,3234,5.74,5.79,3.54
1.2,"Ideal","F","IF",61.6,57,14430,6.84,6.79,4.2
1.01,"Fair","F","SI2",64.6,59,3540,6.19,6.25,4.2
1,"Good","E","SI1",60.4,61,4916,6.37,6.44,3.87
0.27,"Ideal","F","VS2",61.9,54,583,4.14,4.16,2.57
0.51,"Good","E","VVS1",58.6,65,2020,5.32,5.24,3.1
0.3,"Very Good","J","VS1",59.5,60,427,4.39,4.45,2.63
1.26,"Ideal","I","SI2",62,56,5363,7,6.94,4.32
0.54,"Premium","G","VVS2",60.5,55,2090,5.28,5.24,3.18
0.32,"Ideal","D","VS2",61.3,56,719,4.4,4.44,2.71
1.01,"Ideal","H","SI1",62.6,54,4989,6.38,6.34,3.98
1.23,"Premium","F","VS2",60.8,59,8959,6.9,6.94,4.21
1.02,"Ideal","G","VS2",62.6,58,5915,6.43,6.39,4.01
2.01,"Very Good","H","SI1",61.5,60,17003,8.09,8.01,4.95
1.51,"Ideal","D","SI1",62.3,56,12688,7.3,7.4,4.58
0.56,"Very Good","F","VVS1",61.7,56,2321,5.26,5.3,3.26
1.07,"Very Good","E","VS2",60.4,58,6441,6.61,6.66,4.01
0.3,"Premium","F","IF",61.6,58,846,4.3,4.34,2.66
0.8,"Ideal","H","VS2",62.8,57,2834,5.91,5.87,3.7
0.4,"Ideal","D","SI1",60.6,57,690,4.75,4.82,2.9
1.01,"Very Good","G","SI1",62,63,3137,6.34,6.25,3.9
1.22,"Ideal","F","VVS1",61.2,57,13029,6.88,6.92,4.22
1.06,"Premium","H","VS1",62.5,58,5549,6.5,6.47,4.05
0.3,"Very Good","H","VS1",60.4,61,526,4.27,4.31,2.59
1.1,"Ideal","H","SI2",63.1,58,4725,6.54,6.53,4.12
1.52,"Ideal","E","VS1",62.4,54,16916,7.32,7.39,4.59
0.38,"Ideal","E","VVS2",62.1,54.5,1073,4.62,4.66,2.88
1.52,"Very Good","G","SI2",60.9,57,8151,7.44,7.5,4.55
0.67,"Very Good","G","VVS1",62,56,3178,5.6,5.62,3.48
0.43,"Premium","D","VS2",59.7,59,963,4.93,4.89,2.93
0.3,"Premium","D","VVS2",60.7,59,950,4.34,4.33,2.63
0.33,"Premium","F","VS2",60.1,58,854,4.47,4.45,2.68
0.36,"Premium","G","VS1",59.7,59,726,4.61,4.64,2.76
0.34,"Very Good","G","VS1",61.2,57,701,4.5,4.54,2.76
0.34,"Very Good","E","SI1",63.5,55,714,4.47,4.44,2.83
0.96,"Very Good","F","SI1",60.6,62,4560,6.35,6.39,3.86
1.51,"Ideal","I","VS1",61.6,56,10576,7.37,7.43,4.56
0.32,"Premium","H","VS2",60.6,58,648,4.47,4.44,2.7
1.05,"Ideal","E","VVS2",61.3,56,9843,6.55,6.59,4.03
0.35,"Ideal","F","VS1",62.4,55,853,4.52,4.49,2.81
1.07,"Premium","G","VS2",62.2,58,6040,6.54,6.48,4.05
1.01,"Premium","F","VS1",61.2,59,7982,6.48,6.42,3.95
0.71,"Ideal","I","VS1",61.9,55,2637,5.75,5.71,3.55
0.4,"Very Good","D","SI1",63.4,58,667,4.64,4.67,2.95
0.27,"Very Good","J","VVS2",60.8,57,443,4.16,4.2,2.54
0.82,"Very Good","E","SI1",63.2,57,2741,5.92,5.97,3.76
0.36,"Ideal","G","IF",61.9,55,1029,4.56,4.59,2.83
1.2,"Ideal","I","SI1",62.2,56,5174,6.75,6.73,4.19
0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53
0.34,"Ideal","G","VVS1",62.1,57,956,4.47,4.45,2.77
0.71,"Very Good","E","VS1",63.3,56,3061,5.64,5.68,3.58
0.32,"Ideal","J","VS2",62.2,57,504,4.38,4.36,2.72
0.29,"Ideal","E","VS1",61.2,56,619,4.27,4.29,2.61
0.5,"Ideal","H","IF",61,56,1923,5.15,5.17,3.15
0.9,"Premium","G","VS2",60.8,61,4259,6.22,6.12,3.75
0.51,"Very Good","E","VS2",61.4,56,1612,5.15,5.18,3.17
1.12,"Ideal","G","VVS2",62,55,8773,6.67,6.69,4.14
0.56,"Ideal","F","VS2",62.6,56,1761,5.28,5.3,3.31
0.39,"Ideal","I","VS2",62.9,57,834,4.68,4.64,2.93
0.3,"Premium","H","VS1",62,58,675,4.28,4.24,2.64
0.7,"Premium","D","SI2",59.8,59,1806,5.75,5.72,3.43
1.02,"Very Good","F","VVS2",62.9,59,8940,6.37,6.42,4.02
0.31,"Very Good","H","VS1",61.4,56,544,4.37,4.39,2.69
1.02,"Premium","H","VS2",60.4,59,5008,6.52,6.55,3.95
0.3,"Ideal","G","VS1",61.4,57,776,4.34,4.29,2.65
1.05,"Good","E","I1",64.1,58,2066,6.46,6.32,4.09
0.3,"Very Good","D","SI2",63.2,57,574,4.24,4.21,2.67
0.31,"Ideal","D","SI1",61.8,57,732,4.36,4.32,2.68
1.16,"Premium","I","VS2",62.2,58,4958,6.74,6.67,4.17
1.66,"Ideal","H","IF",61.5,57,14724,7.59,7.62,4.68
1.22,"Very Good","J","SI2",62.6,58,4652,6.78,6.84,4.26
0.31,"Ideal","H","VVS1",61.2,58,671,4.35,4.38,2.67
0.77,"Premium","H","VS1",61.3,60,2789,5.9,5.88,3.61
1.51,"Ideal","I","VS2",62.6,56,9234,7.32,7.27,4.57
0.7,"Very Good","F","VS1",60.5,57,2726,5.77,5.8,3.5
0.54,"Ideal","H","VS2",60.1,57,1338,5.28,5.33,3.19
0.52,"Ideal","F","VS2",61.1,56,1625,5.19,5.23,3.18
0.49,"Good","F","VS1",59.2,60.9,1294,5.08,5.18,3.04
0.5,"Very Good","E","SI2",61.7,58,1154,5.06,5.12,3.14
0.93,"Very Good","D","SI2",62.6,57,4214,6.2,6.26,3.9
0.9,"Premium","F","VS1",62.7,58,5000,6.17,6.14,3.86
2.03,"Ideal","I","VS2",59.9,60,15826,8.17,8.27,4.92
0.3,"Ideal","F","IF",61.3,56,873,4.3,4.34,2.65
1,"Very Good","G","SI2",58.2,63,3427,6.53,6.49,3.79
0.53,"Ideal","E","VS2",60,57,1813,5.3,5.24,3.16
0.71,"Premium","F","VS1",59.1,61,2839,5.84,5.81,3.44
0.72,"Premium","D","SI1",62.6,54,3048,5.78,5.72,3.6
