"carat","cut","color","clarity","depth","table","price","x","y","z"
0.38,"Ideal","D","VS1",62,55,1140,4.68,4.64,2.89
1.58,"Ideal","H","SI1",61.4,56,10738,7.53,7.46,4.6
1.03,"Fair","G","SI2",65.7,59,2942,6.3,6.24,4.12
1.5,"Very Good","H","SI1",62.4,58,9237,7.29,7.26,4.54
1.02,"Ideal","F","SI2",61.6,56,4684,6.52,6.49,4.01
0.73,"Very Good","F","SI2",61.7,60,2624,5.71,5.8,3.55
1.19,"Very Good","E","I1",60.2,61,3508,6.87,6.91,4.15
1.7,"Ideal","G","VS2",61.3,57,15797,7.6,7.67,4.68
1,"Ideal","F","SI2",61.3,57,4425,6.4,6.46,3.94
0.55,"Premium","G","SI1",61.8,59,1321,5.25,5.2,3.23
0.91,"Very Good","J","VS2",61.6,58,3112,6.23,6.28,3.85
1.08,"Ideal","I","VS2",61.8,54.2,5357,6.57,6.6,4.07
0.34,"Premium","H","VS2",61.9,60,689,4.46,4.42,2.75
0.71,"Very Good","E","VVS1",62.8,59,4228,5.66,5.71,3.57
1.5,"Premium","D","VS1",62.8,58,16793,7.29,7.26,4.57
1.21,"Ideal","H","SI1",62.9,57,4249,6.78,6.74,4.25
1.2,"Very Good","J","SI1",60.5,59,4455,6.79,6.84,4.12
0.5,"Premium","D","SI1",62.5,58,1279,5.06,4.98,3.14
0.42,"Very Good","F","SI1",62.9,57,773,4.73,4.77,2.99
0.6,"Premium","D","VS2",59.6,59,2214,5.53,5.47,3.28
0.71,"Very Good","E","SI2",63.3,57,2225,5.65,5.69,3.59
0.53,"Ideal","E","VS2",61.5,56,1676,5.18,5.23,3.2
0.3,"Premium","D","VS2",62.5,58,911,4.29,4.26,2.67
1.51,"Ideal","I","VVS2",61.6,58,10821,7.35,7.4,4.54
1,"Very Good","F","SI2",62.7,58,3789,6.3,6.36,3.97
2.01,"Very Good","F","SI2",62.3,63,17514,8.07,7.96,4.99
1.23,"Ideal","H","VS2",62.2,55,7130,6.81,6.85,4.25
0.92,"Very Good","H","VS1",59.7,63,4721,6.34,6.29,3.77
0.51,"Ideal","G","VS1",62.2,55,1781,5.14,5.11,3.19
0.42,"Premium","G","VS1",60.8,59,984,4.85,4.79,2.93
0.38,"Ideal","F","VS1",62.4,54,933,4.64,4.68,2.91
0.25,"Premium","G","SI2",58.8,60,1186,5.33,5.28,3.12
1.06,"Premium","I","SI1",61.9,59,4452,6.52,6.5,4.03
0.75,"Premium","E","SI1",59.8,60,2360,5.9,5.84,3.51
0.31,"Very Good","G","VVS2",60,62,707,4.4,4.44,2.65
1.2,"Ideal","H","SI2",62.6,58,5613,6.74,6.81,4.24
0.26,"Very Good","E","VVS1",61.4,58,597,4.12,4.15,2.54
0.94,"Premium","F","SI2",62.2,59,4230,6.27,6.23,3.89
0.33,"Ideal","G","VS1",62.1,55,666,4.43,4.46,2.76
1.21,"Premium","G","SI2",60.9,59,4472,6.87,6.82,4.17
1.18,"Premium","G","SI1",62.1,59,5458,6.75,6.71,4.18
0.31,"Ideal","F","IF",62,55,914,4.36,4.38,2.71
1.42,"Ideal","H","SI2",62.2,56,7475,7.21,7.16,4.47
0.55,"Very Good","H","VS2",60.2,59,1327,5.36,5.24,3.19
0.62,"Very Good","H","SI1",60.1,61,1446,5.55,5.59,3.35
0.35,"Ideal","E","SI2",61.4,56,630,4.55,4.51,2.78
0.42,"Ideal","G","VVS1",60,57,1179,4.84,4.86,2.91
0.31,"Ideal","H","SI1",61.5,56.5,457,4.34,4.36,2.67
1.05,"Premium","G","SI2",62.6,62,4598,6.49,6.45,4.05
1.05,"Very Good","G","VS2",60.1,55,6028,6.65,6.73,4.02
1.03,"Fair","I","SI2",65.2,56,3530,6.42,6.35,4.16
0.51,"Ideal","D","VS2",62.9,56,1716,5.1,5.07,3.2
0.73,"Ideal","F","VS2",62.7,53,2762,5.8,5.75,3.62
0.38,"Premium","E","VVS1",61.9,58,1267,4.62,4.66,2.87
0.71,"Ideal","H","VS1",61.8,55,3229,5.72,5.77,3.55
0.74,"Ideal","E","VS2",59.5,57,3189,5.92,5.94,3.53
1.6,"Ideal","H","VS1",61.4,57,12566,7.53,7.59,4.64
2.43,"Fair","G","SI2",64.5,57,14975,8.41,8.36,5.41
0.33,"Ideal","G","VS2",62.6,57,579,4.45,4.47,2.79
0.41,"Ideal","F","VVS1",62.1,57,1356,4.79,4.75,2.96
1.01,"Premium","E","VS2",59.3,59,5882,6.59,6.54,3.89
1.47,"Very Good","J","VS2",62.5,59,6763,7.18,7.23,4.5
0.55,"Ideal","F","VS2",61.7,56,1692,5.26,5.3,3.26
0.7,"Premium","F","SI1",61.5,57,2354,5.74,5.68,3.51
1.21,"Ideal","H","VS1",62.8,54,7928,6.81,6.78,4.26
1.01,"Ideal","F","VVS2",61,57,8688,6.52,6.46,3.96
1.5,"Very Good","I","SI1",63.5,59,8081,7.16,7.08,4.52
1.51,"Very Good","E","SI2",61.1,60,9343,7.27,7.37,4.47
1.01,"Very Good","I","VS2",61.3,56,4438,6.53,6.45,3.98
0.66,"Ideal","F","VVS2",61.2,57,2732,5.63,5.58,3.43
0.59,"Very Good","E","VS2",60.6,60,2094,5.44,5.49,3.31
1.1,"Premium","H","SI1",61.6,56,4916,6.66,6.61,4.09
1.61,"Ideal","G","SI1",61.2,55,11192,7.57,7.62,4.65
1,"Premium","I","VS2",61.6,59,4372,6.39,6.47,3.96
1,"Premium","F","VS2",62.4,60,6352,6.35,6.38,3.97
0.42,"Premium","F","VVS1",60.5,58,1389,4.84,4.81,2.92
1.06,"Ideal","E","SI2",62.2,55,5223,6.51,6.54,4.06
0.73,"Very Good","D","VS2",63.5,58,3182,5.68,5.72,3.62
0.71,"Good","F","SI1",63.9,57,2331,5.57,5.61,3.57
0.51,"Ideal","D","SI2",60.9,56,1383,5.18,5.2,3.16
0.6,"Premium","G","SI1",61.9,61,1646,5.38,5.34,3.32
1.01,"Premium","H","VS2",59.1,58,5166,6.58,6.59,3.89
0.34,"Very Good","E","SI1",59.6,57,596,4.52,4.61,2.72
1.03,"Ideal","F","SI2",60.9,56,4891,6.56,6.51,3.98
1.17,"Premium","I","SI1",62.6,58,4914,6.71,6.64,4.18
0.38,"Very Good","J","SI1",63.2,59,538,4.59,4.62,2.91
1.74,"Very Good","F","VS2",62,57,18430,7.65,7.7,4.76
1.03,"Ideal","G","SI1",61.1,57,5241,6.58,6.54,4.01
0.3,"Good","G","SI1",63.8,56,447,4.26,4.3,2.73
0.33,"Very Good","E","VS2",62.8,56,627,4.4,4.42,2.77
1,"Ideal","D","SI1",60.2,57,4774,6.48,6.54,3.92
0.41,"Very Good","G","VS2",62.9,59,827,4.7,4.75,2.97
0.38,"Ideal","H","VS2",62.2,57,741,4.61,4.66,2.89
0.71,"Ideal","E","SI1",59.9,56,2704,5.86,5.8,3.49
0.9,"Good","G","VS2",60.8,56,4210,6.14,6.19,3.75
0.76,"Ideal","F","VS2",61.9,57,3648,5.83,5.86,3.62
1.59,"Ideal","J","SI1",62.4,55,8176,7.45,7.48,4.66
0.95,"Very Good","E","SI2",58.7,63,3527,6.43,6.37,3.76
0.59,"Ideal","D","VS1",60.9,56,2175,5.39,5.44,3.3
0.6,"Ideal","G","VS2",62.1,56,1795,5.4,5.45,3.37
0.9,"Premium","H","SI2",59.6,59,3105,6.38,6.24,3.76
0.8,"Very Good","E","VVS2",62.9,59,4304,5.88,5.95,3.72
0.25,"Ideal","H","VS2",61,55,367,4.09,4.11,2.5
0.71,"Very Good","I","SI1",62.9,59,2008,5.66,5.7,3.57
0.73,"Premium","H","VS1",61.7,58,2468,5.75,5.72,3.54
0.71,"Very Good","G","SI2",62.4,54,2171,5.72,5.76,3.58
2.31,"Premium","J","VVS1",62.1,58,16100,8.49,8.42,5.25
0.42,"Ideal","D","SI2",62,54,660,4.8,4.85,2.99
0.9,"Very Good","G","SI1",62.6,60,3919,6.09,6.14,3.83
0.65,"Very Good","D","VVS2",59.9,58,3056,5.63,5.69,3.39
1.34,"Premium","G","VVS2",61.3,58,11118,7.16,7.1,4.37
0.34,"Very Good","G","VVS1",59,62,835,4.56,4.6,2.7
0.77,"Ideal","E","SI2",61,57,2519,5.91,5.93,3.61
0.3,"Premium","I","VS1",59.8,60,608,4.36,4.34,2.6
1,"Premium","J","SI2",62.3,58,2801,6.45,6.34,3.98
0.7,"Good","I","VS1",61.1,61,2443,5.65,5.7,3.47
0.4,"Very Good","F","VVS2",60.5,57,982,4.76,4.79,2.89
0.57,"Ideal","H","SI1",59.3,60,1292,5.44,5.48,3.24
0.72,"Ideal","I","VVS2",61.5,58,2594,5.78,5.79,3.56
1.04,"Premium","H","SI1",62.6,59,4890,6.43,6.47,4.04
0.33,"Very Good","D","SI2",63.3,53,631,4.42,4.39,2.79
0.41,"Ideal","E","VVS2",61.1,56,1187,4.8,4.85,2.95
0.4,"Good","F","VS1",63,62,883,4.65,4.68,2.94
0.38,"Ideal","F","VVS2",62.7,56,1104,4.64,4.61,2.9
0.7,"Very Good","E","SI2",61.1,62,2230,5.68,5.72,3.48
0.91,"Very Good","E","SI2",58.5,60,3438,6.31,6.34,3.7
0.78,"Good","H","VS2",63.7,60,2440,5.77,5.73,3.66
0.41,"Premium","E","VVS1",62.2,58,1431,4.77,4.75,2.96
2.32,"Very Good","H","SI2",60.6,58,18508,8.56,8.6,5.2
1.03,"Premium","I","SI1",61,58,4038,6.52,6.47,3.96
0.71,"Very Good","G","SI1",63.3,57,2482,5.65,5.6,3.56
1,"Premium","F","SI1",62.6,60,5292,6.32,6.3,3.95
0.5,"Good","D","SI1",63.6,54,1436,5.02,5.08,3.21
0.3,"Ideal","G","SI2",61.7,57,382,4.26,4.3,2.64
1.16,"Premium","E","VS1",58.7,58,8346,6.89,6.87,4.04
2,"Very Good","I","VS2",60.4,60,16459,8.14,8.19,4.93
0.53,"Very Good","F","IF",59.6,58,2395,5.28,5.32,3.16
0.31,"Ideal","G","IF",61.5,57,840,4.35,4.37,2.68
0.7,"Ideal","J","VS2",62.6,57,1874,5.64,5.67,3.54
1.03,"Very Good","G","SI1",61,58,4746,6.5,6.54,3.98
1.01,"Very Good","F","VS1",59.4,58,6439,6.46,6.54,3.86
0.7,"Very Good","D","VS1",61.2,56,3567,5.68,5.75,3.5
1.1,"Ideal","G","SI1",62.5,57,4484,6.61,6.58,4.12
0.92,"Very Good","G","SI1",62.5,60,3986,6.19,6.26,3.89
0.9,"Premium","G","SI1",61,60,3879,6.17,6.12,3.75
0.24,"Ideal","H","IF",62.1,57,504,4,4.04,2.5
0.9,"Good","G","SI2",61.3,60,3353,6.13,6.2,3.78
1.51,"Premium","J","SI1",60.4,62,6680,7.42,7.32,4.45
0.3,"Premium","E","SI1",62.5,60,526,4.24,4.27,2.66
0.4,"Premium","E","SI1",61.3,61,945,4.76,4.73,2.91
0.46,"Very Good","E","VS2",62.1,57,1194,4.89,4.93,3.05
0.91,"Very Good","F","SI2",61.2,59,3688,6.2,6.22,3.8
0.35,"Good","H","VS2",63.7,57,709,4.53,4.48,2.87
0.3,"Premium","G","VVS1",62.1,61,1013,4.3,4.27,2.66
1,"Premium","D","SI1",61.4,58,5880,6.43,6.37,3.93
0.5,"Premium","G","VS1",60.9,58,1746,5.23,5.09,3.14
1,"Very Good","D","SI2",62.6,57,4867,6.37,6.4,4
0.79,"Premium","H","SI2",60.4,61,2471,5.99,5.96,3.61
1.8,"Ideal","F","SI1",61.8,57,16513,7.83,7.79,4.83
0.59,"Premium","D","VVS2",62.6,58,2538,5.4,5.34,3.36
1,"Good","E","VVS2",63.5,55,8750,6.31,6.36,4.02
1.5,"Very Good","E","VS2",63.2,57,14527,7.29,7.26,4.6
2.02,"Ideal","I","SI1",62.2,57,16704,8.1,8.04,5.02
1.02,"Very Good","H","SI1",63,58,4617,6.34,6.4,4.01
0.41,"Very Good","G","VS2",61.7,61,827,4.7,4.74,2.91
0.36,"Ideal","I","VS2",61.8,55,648,4.61,4.58,2.84
0.43,"Premium","E","VS2",61.6,59,981,4.81,4.84,2.97
0.71,"Ideal","F","SI2",61.6,56,2202,5.68,5.74,3.52
0.23,"Very Good","F","VS2",61,59,402,3.95,3.99,2.42
0.7,"Good","E","SI1",63.2,57,2496,5.61,5.63,3.55
1.21,"Good","E","I1",64,57,4201,6.73,6.67,4.29
1.01,"Very Good","E","SI1",62.9,59,4766,6.3,6.38,3.99
1,"Very Good","E","SI1",61.1,60,5082,6.42,6.47,3.94
1.14,"Ideal","D","VS1",59.8,57,9193,6.83,6.74,4.06
0.77,"Very Good","G","SI1",63,59,2670,5.82,5.84,3.67
0.36,"Very Good","G","SI1",63.3,56,689,4.53,4.5,2.86
0.75,"Very Good","H","VS1",59.3,59,2513,5.87,6,3.52
0.52,"Ideal","E","VS2",61.3,54,1646,5.21,5.2,3.19
1.04,"Ideal","H","SI2",61.1,56,4368,6.66,6.6,4.05
2.13,"Premium","I","SI2",59.8,58,12980,8.43,8.37,5.02
1.01,"Very Good","I","SI1",63.2,54,4525,6.41,6.35,4.03
0.9,"Good","D","VS2",62.6,65,4334,6.1,6.04,3.8
0.3,"Premium","E","IF",61,59,1026,4.29,4.33,2.63
0.73,"Ideal","E","VS1",61.9,56,3510,5.78,5.81,3.59
1.01,"Ideal","G","VVS2",62.2,54,8252,6.48,6.41,4.01
1.01,"Premium","G","VVS2",59.4,58,7366,6.53,6.51,3.93
0.25,"Premium","E","VS1",61.5,60,558,4.04,4.02,2.48
0.7,"Premium","F","VS1",59,59,2874,5.79,5.77,3.41
0.6,"Premium","E","VVS2",62.4,61,2393,5.36,5.31,3.33
0.7,"Premium","H","SI2",62.1,62,1999,5.67,5.63,3.51
0.25,"Very Good","F","IF",61.1,54,633,4.08,4.11,2.5
0.34,"Ideal","E","VS2",62.5,55,956,4.5,4.46,2.8
1.13,"Premium","I","SI1",61.8,59,4536,6.65,6.68,4.12
0.35,"Ideal","G","VVS2",61,57,798,4.54,4.58,2.78
0.27,"Ideal","I","VS1",62.1,54,432,4.16,4.18,2.59
1.03,"Premium","I","SI1",58.4,60,3288,6.6,6.58,3.85
1.32,"Premium","I","VS1",62.4,58,4719,7.01,6.96,4.36
0.7,"Ideal","I","VVS2",61.6,56.5,2487,5.65,5.72,3.51
0.41,"Premium","G","VS2",61.3,57,1061,4.8,4.76,2.93
0.7,"Ideal","G","VS2",61.6,56,2757,5.7,5.67,3.5
1.02,"Very Good","F","VS2",63.3,59,6597,6.4,6.37,4.04
0.24,"Very Good","F","VS1",59.9,58,419,4.02,4.06,2.42
0.4,"Ideal","G","SI1",60.9,55,873,4.82,4.79,2.93
1.05,"Ideal","I","SI1",62.6,56,4466,6.45,6.53,4.06
0.7,"Very Good","I","VVS2",60.1,63,2415,5.81,5.74,3.47
0.32,"Ideal","E","VS1",61.9,56,707,4.42,4.47,2.75
1.36,"Ideal","G","SI1",60.9,56,8977,7.15,7.16,4.36
0.39,"Very Good","I","VS1",63.1,58,921,4.68,4.61,2.93
0.35,"Ideal","D","SI1",60.7,57,644,4.53,4.57,2.76
0.36,"Very Good","H","IF",61.6,56,865,4.57,4.62,2.83
0.68,"Premium","H","SI1",58.7,60,1708,5.8,5.76,3.39
1.53,"Very Good","H","VS1",59.5,63,9896,7.44,7.51,4.45
0.54,"Ideal","D","SI1",62.4,57,1786,5.23,5.19,3.25
0.75,"Premium","D","SI1",62.8,60,2903,5.78,5.74,3.62
0.55,"Ideal","F","VS1",61.9,56,1980,5.29,5.25,3.26
1.53,"Premium","J","SI1",60.1,59,6126,7.52,7.5,4.51
1.5,"Very Good","I","VS2",60.5,60,9354,7.31,7.4,4.45
0.46,"Premium","G","VS1",62.8,57,1087,4.92,4.83,3.06
0.46,"Ideal","E","VVS2",62.6,55,1657,4.92,4.95,3.09
0.38,"Ideal","D","VS1",61,57,955,4.66,4.69,2.85
0.72,"Ideal","F","SI1",62.1,55,2440,5.73,5.8,3.58
0.7,"Very Good","G","SI1",62.7,55,2281,5.63,5.66,3.54
0.26,"Very Good","E","VS2",62.8,58,601,4,4.06,2.53
0.4,"Ideal","J","VS2",62.2,54,599,4.75,4.8,2.97
0.55,"Premium","G","SI2",60.3,58,1081,5.33,5.35,3.22
0.59,"Ideal","E","VVS2",62,55,2761,5.38,5.43,3.35
0.3,"Ideal","H","VVS2",61.6,55,605,4.3,4.34,2.66
0.73,"Ideal","F","VVS1",61.8,54,3990,5.8,5.78,3.58
0.7,"Ideal","H","SI1",61.9,57,2107,5.66,5.69,3.51
0.9,"Good","D","SI1",64.1,56,3755,6.04,6.07,3.88
1.05,"Ideal","G","VS2",61.9,56,6604,6.56,6.52,4.05
1.23,"Ideal","F","SI2",61.9,56,5163,6.89,6.93,4.28
0.57,"Premium","E","VVS2",60,61,2507,5.44,5.36,3.24
0.7,"Good","D","VS2",58,65,3073,5.81,5.73,3.39
1.5,"Good","H","SI2",63.6,60,6770,7.3,7.23,4.63
0.33,"Ideal","H","VVS2",61.9,55,666,4.45,4.47,2.76
0.72,"Ideal","H","SI1",61.7,54,2359,5.77,5.81,3.57
0.9,"Very Good","F","SI1",63.4,58,3950,6.09,6.12,3.87
1.01,"Good","G","SI1",64.2,56,4138,6.38,6.26,4.05
0.3,"Very Good","F","VS2",62.9,57,605,4.29,4.33,2.71
1.25,"Ideal","J","SI1",62.1,58,5252,6.86,6.89,4.27
0.38,"Ideal","E","VVS1",61.8,56,1211,4.67,4.62,2.87
0.31,"Very Good","I","VVS2",62.5,55,551,4.33,4.36,2.71
0.51,"Very Good","D","VVS2",63.1,58,2289,5.1,5.07,3.21
1.05,"Ideal","G","IF",62.5,56,8850,6.48,6.52,4.06
1.19,"Ideal","H","SI1",62,56.4,6275,6.77,6.81,4.2
0.74,"Ideal","D","VS1",61.7,55,3746,5.85,5.79,3.59
0.76,"Premium","E","SI2",60,59,2399,5.94,5.9,3.55
0.9,"Ideal","H","VS2",62.6,57,4007,6.19,6.15,3.86
0.28,"Very Good","E","VVS1",59.6,59,642,4.3,4.33,2.57
1.51,"Very Good","H","VS2",62.8,58,10225,7.21,7.28,4.55
0.74,"Premium","G","SI2",62.5,56,2398,5.81,5.75,3.61
0.74,"Ideal","I","VS1",61.1,57,2947,5.83,5.86,3.57
1.03,"Ideal","I","SI2",59.8,56,3530,6.64,6.58,3.95
0.33,"Premium","G","VS1",62.3,58,666,4.41,4.45,2.76
0.59,"Very Good","E","VS2",61.8,59,1712,5.35,5.4,3.32
0.56,"Ideal","G","VS2",62,56,1698,5.3,5.28,3.28
0.71,"Ideal","E","VS2",61.6,56,3553,5.73,5.77,3.54
1.01,"Premium","H","SI2",61.3,59,4355,6.47,6.41,3.95
0.43,"Ideal","F","IF",61.5,56,1580,4.89,4.86,3
0.72,"Premium","F","SI2",59.3,57,2364,5.89,5.85,3.48
0.71,"Fair","H","SI1",65.1,56,2112,5.63,5.55,3.64
0.91,"Premium","D","SI1",59,61,4663,6.35,6.29,3.73
1.04,"Fair","D","SI2",65.8,58,3780,6.32,6.25,4.13
2.58,"Very Good","D","SI2",58.9,63,14749,9.08,9.01,5.33
1,"Fair","G","I1",64.9,56,2398,6.2,6.14,4.01
1.29,"Ideal","F","SI2",61.9,55,7126,6.95,7.01,4.32
1.03,"Ideal","F","SI1",61.3,57,6044,6.47,6.53,3.98
0.71,"Very Good","I","VS2",62.3,58,2052,5.68,5.72,3.55
1.21,"Premium","I","SI1",60.6,56,5556,6.97,6.89,4.2
0.42,"Ideal","D","VS1",61.4,56,1395,4.84,4.86,2.98
0.5,"Ideal","E","SI1",60.6,59,1337,5.13,5.16,3.12
2,"Ideal","E","SI1",62.6,57,16650,8.08,8.01,5.04
1.11,"Ideal","G","VS2",61.7,56,7109,6.62,6.66,4.1
1.11,"Very Good","E","SI2",61.7,63,4177,6.65,6.54,4.07
0.9,"Very Good","F","SI2",62.6,56,3368,6.13,6.17,3.85
1.25,"Premium","G","VS1",61.8,58,9173,6.94,6.91,4.28
0.31,"Ideal","G","IF",61.6,55,988,4.39,4.34,2.69
0.32,"Very Good","D","SI1",62.3,55,589,4.38,4.42,2.74
0.41,"Ideal","F","VS2",62.6,57,1107,4.79,4.76,2.99
1.23,"Premium","G","SI2",58.9,62,4408,7.03,6.97,4.12
0.71,"Premium","G","VS2",60.4,61,2515,5.81,5.77,3.5
0.35,"Good","E","SI2",63.9,55,491,4.48,4.5,2.87
0.94,"Premium","H","VS2",62.5,58,4264,6.26,6.18,3.89
0.42,"Ideal","H","VS1",61.8,55,830,4.82,4.85,2.99
0.31,"Premium","I","SI1",60.7,58,593,4.42,4.38,2.67
0.31,"Premium","I","SI1",62.3,59,408,4.29,4.32,2.68
0.38,"Ideal","F","VVS2",61.3,55,963,4.71,4.72,2.89
0.7,"Premium","G","VS2",62.2,61,2657,5.59,5.54,3.46
0.43,"Ideal","I","VS1",62.4,56,1218,4.81,4.84,3.01
0.5,"Good","F","SI1",63.7,61,1125,5.02,4.99,3.19
2.02,"Premium","H","VS2",62.7,53,18207,8.02,7.95,0
1.68,"Ideal","G","VS2",62.1,55,10838,7.64,7.59,4.73
2.24,"Premium","I","SI2",61.9,58,15515,8.36,8.29,5.15
0.4,"Good","E","SI1",63.8,56,687,4.7,4.74,3.01
1.02,"Premium","F","SI1",61.4,58,5369,6.48,6.41,3.96
1.16,"Ideal","D","VVS2",62,55,12989,6.68,6.72,4.19
1.02,"Good","F","SI2",63.8,53,4238,6.46,6.37,4.09
