id,permalink,timestamp,created_at,created_at_time,full_text_norm,full_text_clean,full_text,text_sentiment,user_id,user_name,screen_name,user_description,user_verified,user_created_at,user_followers_count,user_friends_count,user_statuses_count,user_favourites_count,user_listed_count,user_media_count,user_location,user_protected,user_link_url,user_profile_image_url,reply_count,retweet_count,like_count,quote_count,conversation_id,device,lang,media,mentions,hashtags,engagement,potential_reach,engagement_rate,place_type,place_name,bounding_box_type,bounding_box_coordinates
1222106119713124353,https://twitter.com/DonnyStopline/status/1222106119713124353,1580207779,2020-01-28 17:36,17:36,Ketua DPRD DKI Jakarta Prasetio Edi Marsudi menyebut rencana pembangunan lahan untuk serapan air dalam revitalisasi Monas adalah sebuah kebohongan publik.. Waduhh..bohongin 1 orang aja udah dosa..apalagi bohongin warga jakarta..ckckck,ketua dprd dki jakarta prasetio edi marsudi sebut rencana bangun lahan untuk serap air dalam revitalisasi monas adalah buah bohong publik waduhh bohongin 1 orang aja udah dosa apalagi bohongin warga jakarta ckckck,"Ketua DPRD DKI Jakarta Prasetio Edi Marsudi menyebut rencana pembangunan lahan untuk serapan air dalam revitalisasi Monas adalah sebuah kebohongan publik..
#SaveMonasSaveJakarta 
#SaveMonasSaveJakarta
Waduhh..bohongin 1 orang aja udah dosa..apalagi bohongin warga jakarta..ckckck https://t.co/3126Cl4Nto",negative,1850534491,DonnyStopline,@penikmattahutempe,"#Pecinta Ulama2 Adem (PUMA) 
#Pecinta NKRI
#Pecinta Pancasila
#Pecinta bendera 🇮🇩",False,2013-09-10 12:54,1305,1534,3686,3120,0,0,@bojongkulur,False,,https://pbs.twimg.com/profile_images/1168096545113169920/4fVrSigM_normal.jpg,6,10,19,1,1222106119713124353,Twitter for Android,in,"[{'type': 'photo', 'source': [{'preview_url': 'https://pbs.twimg.com/media/EPXLB-9UUAApBIj?format=jpg&name=small', 'full_url': 'https://pbs.twimg.com/media/EPXLB-9UUAApBIj?format=jpg&name=large'}]}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",36,1341,0.026845637583892617,,,,[]
1222105971989762049,https://twitter.com/DonnyStopline/status/1222105971989762049,1580207744,2020-01-28 17:35,17:35,Bukan langit biru..langit kebohongan..,bukan langit biru langit bohong,"@aniesbaswedan @DKIJakarta Bukan langit biru..langit kebohongan..
#SaveMonasSaveJakarta
#SaveMonasSaveJakarta https://t.co/HQMlmIOnH7",neutral,1850534491,DonnyStopline,@penikmattahutempe,"#Pecinta Ulama2 Adem (PUMA) 
#Pecinta NKRI
#Pecinta Pancasila
#Pecinta bendera 🇮🇩",False,2013-09-10 12:54,1305,1534,3686,3120,0,0,@bojongkulur,False,,https://pbs.twimg.com/profile_images/1168096545113169920/4fVrSigM_normal.jpg,0,0,0,0,1221742455344599040,Twitter for Android,in,"[{'type': 'photo', 'source': [{'preview_url': 'https://pbs.twimg.com/media/EPXK5VMUwAAi0gf?format=jpg&name=small', 'full_url': 'https://pbs.twimg.com/media/EPXK5VMUwAAi0gf?format=jpg&name=large'}]}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@aniesbaswedan', 'display_name': 'Anies Baswedan | Sudah #VaksinDulu', 'id': 110312278}, {'text': '@DKIJakarta', 'display_name': 'Pemprov DKI Jakarta #VaksinDulu', 'id': 166014938}]","[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",0,1305,0.0,,,,[]
1222105916469731328,https://twitter.com/AdiAwk/status/1222105916469731328,1580207730,2020-01-28 17:35,17:35,Maha karya demo berjilid-jilid kadrun,maha karya demo jilid jilid kadrun,@CH_chotimah Maha karya demo berjilid-jilid kadrun #SaveMonasSaveJakarta,neutral,1036948482,AdiAwk,Adi Wijaya Kusuma,Game Developer,False,2012-12-26 18:50,93,337,1270,1900,0,0,Indonesia,False,https://adiawk.itch.io/,https://pbs.twimg.com/profile_images/1269585437208670214/4HnHBsc3_normal.jpg,0,0,0,0,1222006809151463426,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@CH_chotimah', 'display_name': 'Chotimah', 'id': 823801285}]",[{'text': '#SaveMonasSaveJakarta'}],0,93,0.0,,,,[]
1222105662169042946,https://twitter.com/Kakek_G4ul/status/1222105662169042946,1580207670,2020-01-28 17:34,17:34,,,"@Rizal_Valen76 #SaveMonasSaveJakarta 
#SaveMonasSaveJakarta",neutral,1221140001158651904,Kakek_G4ul,🏴‍☠️ K4K3K G4UL 🏴‍☠️,"Muda foya2.
Tua kaya raya.
Mati masuk Sorga.
Loe jual..
Gw beli..
Loe obral..
Gw borong cuy..
🇮🇩 BHINEKA TUNGGAL IKA 🇮🇩",False,2020-01-26 01:37,914,1034,3226,2528,1,1,Jakarta,False,,https://pbs.twimg.com/profile_images/1267329847287672832/aHqSPrIi_normal.jpg,0,1,2,0,1222103651159658496,Twitter for Android,und,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",3,917,0.003271537622682661,,,,[]
1222105492626870272,https://twitter.com/DPanarero/status/1222105492626870272,1580207629,2020-01-28 17:33,17:33,: HENTIKAN Revitalisasi Monas dan kembalikan seperti semula sebagai paru paru Kota Jakarta. - Tandatangani Petisi!,henti revitalisasi monas dan kembali seperti mula bagai paru paru kota jakarta tandatangani petisi,@DKIJakarta @aniesbaswedan : HENTIKAN Revitalisasi Monas dan kembalikan seperti semula sebagai paru paru Kota Jakarta.  #SaveMonasSaveJakarta #JakartaButuhPohon - Tandatangani Petisi! https://t.co/2HUtB6iiHd lewat @ChangeOrg_ID,neutral,150148687,DPanarero,dpanarero,"Masa lalu bukan untuk disesalkan, tetapi diikhlaskan.",False,2010-05-31 13:08,77,465,626,38,0,0,jakarta,False,,https://pbs.twimg.com/profile_images/859802961874231297/MpNBM9Cf_normal.jpg,0,0,2,0,1222105492626870272,Twitter Web App,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@DKIJakarta', 'display_name': 'Pemprov DKI Jakarta #VaksinDulu', 'id': 166014938}, {'text': '@aniesbaswedan', 'display_name': 'Anies Baswedan | Sudah #VaksinDulu', 'id': 110312278}, {'text': '@ChangeOrg_ID', 'display_name': 'Change.org Indonesia', 'id': 563483976}]","[{'text': '#SaveMonasSaveJakarta'}, {'text': '#JakartaButuhPohon'}]",2,79,0.02531645569620253,,,,[]
1222105355917770752,https://twitter.com/g0bell_78/status/1222105355917770752,1580207597,2020-01-28 17:33,17:33,Tak bantu dgn tagar,tak bantu dgn tagar,"@KadrunHunter99 Tak bantu dgn tagar 
#SaveMonasSaveJakarta 
#SaveMonasSaveJakarta 
#SaveMonasSaveJakarta 
#SaveMonasSaveJakarta 
👍👍👍👍",neutral,1108192168470953984,g0bell_78,Rendra 🇮🇩,"Untuk menjadi Maju memang banyak 
Tantangan,Hambatan & Cobaan .....
jatuh dan gagal sekali dua kali boleh lah 
Tetapi setelah itu ...
HARUS BANGKIT KEMBALI..",False,2019-03-20 09:22,8722,8693,22244,25821,2,2,java-Indonesia,False,,https://pbs.twimg.com/profile_images/1137106908697907200/oxHDDfFu_normal.jpg,0,1,1,0,1222089932048498689,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",2,8724,0.00022925263640531865,,,,[]
1222105167299899392,https://twitter.com/lar_az/status/1222105167299899392,1580207552,2020-01-28 17:32,17:32,,,#SaveMonasSaveJakarta,neutral,133970184,lar_az,Dewi Laraz Fedharany,🌈,False,2010-04-17 10:38,1975,124,56688,27680,13,13,"Banyuwangi,Indonesia ",False,,https://pbs.twimg.com/profile_images/1366162691203600385/3oSkrvuP_normal.jpg,0,0,2,0,1222105167299899392,Twitter for Android,und,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],[{'text': '#SaveMonasSaveJakarta'}],2,1977,0.0010116337885685382,,,,[]
1222104728605052930,https://twitter.com/BiLLRaY2019/status/1222104728605052930,1580207447,2020-01-28 17:30,17:30,Sundul sampe pluto...,sundul sampe pluto,"@KadrunHunter99 Sundul sampe pluto...

#SaveMonasSaveJakarta 
#SaveMonasSaveJakarta",neutral,1159475566069731331,BiLLRaY2019,BiLLRaY2019,"Hidup ini memang bukan tentang apa yg kita inginkan, hidup adalah tentang menerima, bahkan menerima apapun yg tidak kita inginkan

#WindowsInsider",False,2019-08-08 21:44,23561,1152,36496,78714,8,8,,False,,https://pbs.twimg.com/profile_images/1256492940127383552/OlFaE8lU_normal.jpg,0,2,2,0,1222089932048498689,Twitter Web App,en,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",4,23565,0.00016974326331423723,,,,[]
1222104675719057410,https://twitter.com/KefSedd/status/1222104675719057410,1580207434,2020-01-28 17:30,17:30,. Wah serem juga dendanya kalo 190pohon!,wah rem juga denda kalo 190pohon,"@MrsRachelIn @FaGtng @aniesbaswedan .
Wah serem juga dendanya kalo 190pohon!
#SaveMonasSaveJakarta",neutral,1222054245941182464,KefSedd,Sedd Kef,"Salam Kasih dan Cintamu Wahai Kekasih Allah, Salam Rindu kami..",False,2020-01-28 14:10,79,165,289,530,0,0,,False,,https://pbs.twimg.com/profile_images/1222062791114158080/Jkt5v9iP_normal.jpg,0,0,2,0,1222040549101731840,Twitter Web App,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@MrsRachelIn', 'display_name': 'indri Yahya⚘🇮🇩🕊', 'id': 1379431842}, {'text': '@FaGtng', 'display_name': '💞🇲🇨F꙯A꙯🇲🇨💞', 'id': 972357839279673344}, {'text': '@aniesbaswedan', 'display_name': 'Anies Baswedan | Sudah #VaksinDulu', 'id': 110312278}]",[{'text': '#SaveMonasSaveJakarta'}],2,81,0.024691358024691357,,,,[]
1222104571792654336,https://twitter.com/kuterculik/status/1222104571792654336,1580207410,2020-01-28 17:30,17:30,: HENTIKAN Revitalisasi Monas dan kembalikan seperti semula sebagai paru paru Kota Jakarta. - Tandatangani Petisi!,henti revitalisasi monas dan kembali seperti mula bagai paru paru kota jakarta tandatangani petisi,@DKIJakarta @aniesbaswedan : HENTIKAN Revitalisasi Monas dan kembalikan seperti semula sebagai paru paru Kota Jakarta.  #SaveMonasSaveJakarta #JakartaButuhPohon - Tandatangani Petisi! https://t.co/FDcqGtNUhD via @ChangeOrg_ID,neutral,72179055,kuterculik,IP Rangga,"The last antediluvian, of Gibborim and Nephilim.",False,2009-09-07 09:07,184,38,15117,523,2,2,"Denpasar, Bali",False,https://www.linkedin.com/in/igorangga/,https://pbs.twimg.com/profile_images/1438402857217105921/cf52wzpk_normal.jpg,0,0,0,0,1222104571792654336,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@DKIJakarta', 'display_name': 'Pemprov DKI Jakarta #VaksinDulu', 'id': 166014938}, {'text': '@aniesbaswedan', 'display_name': 'Anies Baswedan | Sudah #VaksinDulu', 'id': 110312278}, {'text': '@ChangeOrg_ID', 'display_name': 'Change.org Indonesia', 'id': 563483976}]","[{'text': '#SaveMonasSaveJakarta'}, {'text': '#JakartaButuhPohon'}]",0,184,0.0,city,"Denpasar Selatan, Indonesia",Polygon,"[{'longitude': 115.185377, 'latitude': -8.746756}, {'longitude': 115.266902, 'latitude': -8.746756}, {'longitude': 115.266902, 'latitude': -8.6651804}, {'longitude': 115.185377, 'latitude': -8.6651804}]"
1222104526099869696,https://twitter.com/RizkiR4madani/status/1222104526099869696,1580207399,2020-01-28 17:29,17:29,Gile ya.. Tuk Demi Anggaran Keluar Monas Bisa Jadi Sasaran..,gile ya tuk demi anggar keluar monas bisa jadi sasar,@Apriil68 @Darmalik3 #SaveMonasSaveJakarta Gile ya.. Tuk Demi Anggaran Keluar  Monas Bisa Jadi Sasaran..,negative,1140084771453714432,RizkiR4madani,🅰dhiCihuyy🇲🇨,"Akun Pribadi.,,Admin nya aye sendiri, Dan Hanya Lulusan SK (SarjanaKehidupan) Berkawan Itu Apa Ada nya, Bukan Karna Ada Apa nya, *Politik* Ya Suka Aja..😊",False,2019-06-16 09:32,8120,6495,182187,204540,1,1,"Depok, Jawa Barat",False,,https://pbs.twimg.com/profile_images/1441431075264217092/KrEv-Aoc_normal.jpg,0,0,1,0,1222071933715415041,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@Darmalik3', 'display_name': 'Malique', 'id': 759057872982384640}]",[{'text': '#SaveMonasSaveJakarta'}],1,8121,0.00012313754463735992,,,,[]
1222104387251630080,https://twitter.com/PointBroo/status/1222104387251630080,1580207366,2020-01-28 17:29,17:29,"Trnyata, manusia bisa TELAN POHON juga yaa... Mpe tak bersisah... War binasahhhhhh",trnyata manusia bisa telan pohon juga yaa mpe tak bersisah war binasa 3 3,"@masbarno @alpin_aktam18 @aniesbaswedan @DKIJakarta Trnyata, manusia bisa TELAN POHON juga yaa... Mpe tak bersisah... War binasahhhhhh
#SaveMonasSaveJakarta 
#SaveMonasSaveJakarta",negative,100673892,PointBroo,Point Broo,"Akun COWOK n real... Walo nama diplesetkan..
You pollow, I pollow.. You Unpollow, ya podo, tak Unpollow jugak

No SARA... Kritik dgn nalar dan cara yg baik...",False,2009-12-31 11:00,3168,3058,30294,25956,0,0,Where_am_I,False,,https://pbs.twimg.com/profile_images/1442328476644569089/LhD4OOpX_normal.jpg,1,0,3,0,1221742455344599040,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@masbarno', 'display_name': 'M@$no', 'id': 137161283}, {'text': '@aniesbaswedan', 'display_name': 'Anies Baswedan | Sudah #VaksinDulu', 'id': 110312278}, {'text': '@DKIJakarta', 'display_name': 'Pemprov DKI Jakarta #VaksinDulu', 'id': 166014938}]","[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",4,3172,0.0012610340479192938,,,,[]
1222104257530216454,https://twitter.com/rizski_ramadhan/status/1222104257530216454,1580207335,2020-01-28 17:28,17:28,,,"@ancoltmnimpian  
#SaveMonasSaveJakarta 
#Jakarta https://t.co/prFHxsOucy",neutral,1102072314198278144,rizski_ramadhan,Rizski Ramadhan,"Instagram.com/RizskiRamadhan
Facebook.com/RizskiRamadhan…
wa.me/081381057436",False,2019-03-03 12:04,4,95,14,98,0,0,,False,http://rizskilimited.org,https://pbs.twimg.com/profile_images/1372726556448067591/5PNJkWj8_normal.jpg,0,0,1,0,1222104257530216454,Twitter for Android,und,"[{'type': 'photo', 'source': [{'preview_url': 'https://pbs.twimg.com/media/EPXJUCNUwAApSdS?format=jpg&name=small', 'full_url': 'https://pbs.twimg.com/media/EPXJUCNUwAApSdS?format=jpg&name=large'}]}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@ancoltmnimpian', 'display_name': 'Ancol Taman Impian', 'id': 48219907}]","[{'text': '#SaveMonasSaveJakarta'}, {'text': '#Jakarta'}]",1,5,0.2,,,,[]
1222104232360206336,https://twitter.com/sepdiant3/status/1222104232360206336,1580207329,2020-01-28 17:28,17:28,Jangan lupa ngopi,jangan lupa ngopi,"Jangan lupa ngopi

https://t.co/ma8Vh0yga9

 #SaveMonasSaveJakarta",neutral,1163853064253521920,sepdiant3,sepdiant,,False,2019-08-20 23:39,1,5,207,34,0,0,,False,,https://pbs.twimg.com/profile_images/1163853416713424898/ziCjvQxf_normal.jpg,0,0,0,0,1222104232360206336,Twitter Web App,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],[{'text': '#SaveMonasSaveJakarta'}],0,1,0.0,,,,[]
1222104142203604992,https://twitter.com/KefSedd/status/1222104142203604992,1580207307,2020-01-28 17:28,17:28,. Bermula hanya karena dendam dan kebencian!,mula hanya karena dendam dan benci,"@jr_kw19 .
Bermula hanya karena dendam dan kebencian!
#SaveMonasSaveJakarta",negative,1222054245941182464,KefSedd,Sedd Kef,"Salam Kasih dan Cintamu Wahai Kekasih Allah, Salam Rindu kami..",False,2020-01-28 14:10,79,165,289,530,0,0,,False,,https://pbs.twimg.com/profile_images/1222062791114158080/Jkt5v9iP_normal.jpg,0,0,0,0,1222028088298500096,Twitter Web App,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@jr_kw19', 'display_name': 'Pribumi Kawe', 'id': 894371084174147588}]",[{'text': '#SaveMonasSaveJakarta'}],0,79,0.0,,,,[]
1222104128538562561,https://twitter.com/eviken/status/1222104128538562561,1580207304,2020-01-28 17:28,17:28,,,#SaveMonasSaveJakarta https://t.co/ZWQwFeVDAZ,neutral,107945828,eviken,MangJuhai,,False,2010-01-24 15:12,34,290,2907,1260,0,0,,False,,https://pbs.twimg.com/profile_images/1217108497302614019/sZr1735y_normal.jpg,0,0,0,0,1222104128538562561,Twitter for Android,und,"[{'type': 'photo', 'source': [{'preview_url': 'https://pbs.twimg.com/media/EPXJOElUUAAxKvw?format=jpg&name=small', 'full_url': 'https://pbs.twimg.com/media/EPXJOElUUAAxKvw?format=jpg&name=large'}]}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],[{'text': '#SaveMonasSaveJakarta'}],0,34,0.0,city,"Ilir Barat I, Indonesia",Polygon,"[{'longitude': 104.610726, 'latitude': -3.012547}, {'longitude': 104.7468, 'latitude': -3.012547}, {'longitude': 104.7468, 'latitude': -2.93038}, {'longitude': 104.610726, 'latitude': -2.93038}]"
1222104074461437953,https://twitter.com/SenoajiKresna/status/1222104074461437953,1580207291,2020-01-28 17:28,17:28,Om....Telaaaatttt...Om....!!!!,om tel 3atttt om,"@BadjaNuswantara Om....Telaaaatttt...Om....!!!!

#SaveMonasSaveJakarta 
https://t.co/JR9jaNknul",positive,110937733,SenoajiKresna,KRESNA SENOAJI,"""Jadikan Sholat dan Sabar sebagai PENOLONG mu..""

Independent Consultant| Instrument Trading & Investment | Tax Admin & FA Consultant",False,2010-02-03 15:00,297,364,4132,3448,1,1,"Surabaya, Indonesia",False,,https://pbs.twimg.com/profile_images/1326295854227976192/OwxaJCuf_normal.jpg,0,0,0,0,1222048285172453376,Twitter Web App,nl,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],[{'text': '#SaveMonasSaveJakarta'}],0,297,0.0,,,,[]
1222104017473400834,https://twitter.com/apr_doang/status/1222104017473400834,1580207278,2020-01-28 17:27,17:27,SIMAK RAMALAN ZODIAK RABU 29 JANUARI 2020 DI SINI &gt;&gt;&gt;,simak ramal zodiak rabu 29 januari 2020 di sini gt gt gt,SIMAK RAMALAN ZODIAK RABU 29 JANUARI 2020 DI SINI &gt;&gt;&gt; https://t.co/qdqSOcdkLM #JakartaLangitBiru #INAtravelWarningSOS #RapimTNIPolri2020 #SaveMonasSaveJakarta #ReformasiOJK,neutral,90134605,apr_doang,Andy Pribadi,,False,2009-11-15 16:54,307,101,114809,597,2,2,"Bogor, Indonesia",False,http://bit.ly/StartABDi13,https://pbs.twimg.com/profile_images/1051954844/apr150408_b300x235-crop_normal.JPG,0,0,0,0,1222104017473400834,Twitter Web App,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#JakartaLangitBiru'}, {'text': '#INAtravelWarningSOS'}, {'text': '#RapimTNIPolri2020'}, {'text': '#SaveMonasSaveJakarta'}, {'text': '#ReformasiOJK'}]",0,307,0.0,,,,[]
1222103957192859648,https://twitter.com/3hamdih/status/1222103957192859648,1580207263,2020-01-28 17:27,17:27,Uda banyak pd strees ya,uda banyak pd strees ya,@nnyzhuxin @ridwankamil Uda banyak pd strees ya #SaveMonasSaveJakarta,neutral,786085513581256708,3hamdih,ham ham 🇮🇩,"Hanya  rakyat Jelata.!!!Kami Cinta dan bangga,Kami bangsa Indonesia ,Kami Pancasila , Merah Putih , NKRI ! Menuju Indonesia Maju 🇮🇩! Aamiin",False,2016-10-12 13:06,3042,2159,54687,159196,0,0,"DKI Jakarta, Indonesia",False,,https://pbs.twimg.com/profile_images/1354342929666502657/yXj-4Qhb_normal.jpg,1,0,0,0,1222077324734021633,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@ridwankamil', 'display_name': 'ridwan kamil', 'id': 80323736}]",[{'text': '#SaveMonasSaveJakarta'}],1,3043,0.00032862306933946765,,,,[]
1222103934723977217,https://twitter.com/BIsenmulang/status/1222103934723977217,1580207258,2020-01-28 17:27,17:27,yukk follow akun kita supaya bisa melihat dongeng kera dan lutung asal Kal-Teng,yukk follow akun kita supaya bisa lihat dongeng kera dan lutung asal kal teng,#SaveMonasSaveJakarta #JakartaLangitBiru yukk follow akun kita supaya bisa melihat dongeng kera dan lutung asal Kal-Teng https://t.co/NXkIjI0vGC,neutral,1210419993252286464,BIsenmulang,Budaya.isenmulang,"•AKUN RESMI KEBUDAYAAN KALTENG•
•Bagian dari @budayasaya
•Instagram & Facebook : Budaya.isenmulang
#budayasaya #kalimantantengah #Indonesia",False,2019-12-27 11:40,3009,39,952,1258,2,2,"Kuala kapuas, Kalimantan Tenga",False,https://www.youtube.com/watch?v=UDomIAy8jX4,https://pbs.twimg.com/profile_images/1355053805478404099/yUWiwQD6_normal.jpg,0,1,2,0,1222103934723977217,Twitter Web App,in,"[{'type': 'photo', 'source': [{'preview_url': 'https://pbs.twimg.com/media/EPXJAzoU4AEPJ2G?format=jpg&name=small', 'full_url': 'https://pbs.twimg.com/media/EPXJAzoU4AEPJ2G?format=jpg&name=large'}]}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#SaveMonasSaveJakarta'}, {'text': '#JakartaLangitBiru'}]",3,3012,0.00099601593625498,,,,[]
1222103742352257024,https://twitter.com/Yahyanaufal2/status/1222103742352257024,1580207212,2020-01-28 17:26,17:26,Ternyata sebangsa ini penyebar virusnya.,nyata bangsa ini sebar virus,"Ternyata sebangsa ini penyebar virusnya.
#SaveMonasSaveJakarta 

https://t.co/Bz3zGM8n7j",neutral,1080810695950622720,Yahyanaufal2,Yahyanaufal,tetap semangat untuk menjalani hidup,False,2019-01-03 19:58,9,132,546,194,0,0,"Klari, Indonesia",False,http://www.saptadaya.com,https://pbs.twimg.com/profile_images/1134766331373297664/Q3C8sYnm_normal.jpg,0,0,0,0,1222103742352257024,Twitter Web App,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],[{'text': '#SaveMonasSaveJakarta'}],0,9,0.0,,,,[]
1222103695510261761,https://twitter.com/EevoelBahri/status/1222103695510261761,1580207201,2020-01-28 17:26,17:26,Siap mbieb.... Kita bikin Jakarta jd keputihan,siap mbieb kita bikin jakarta jd putih,"@WagimanDeep Siap mbieb.... Kita bikin Jakarta jd keputihan
#SaveMonasSaveJakarta",positive,1327576579,EevoelBahri,Bang Bahri,NKRI garis lurus 🇮🇩,False,2013-04-05 01:42,189,267,2841,3832,0,0,Proyek kav-C5 GG,False,,https://pbs.twimg.com/profile_images/1290286118290694146/WRTOGFuf_normal.jpg,1,0,0,0,1222079219900923904,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@WagimanDeep', 'display_name': 'Wagiman Deep (Habeib Selow)', 'id': 1141783903465701376}]",[{'text': '#SaveMonasSaveJakarta'}],1,190,0.005263157894736842,,,,[]
1222103651159658496,https://twitter.com/RizalV4len/status/1222103651159658496,1580207190,2020-01-28 17:26,17:26,Ayo semangat lambung kan terus.,ayo semangat lambung kan terus,"Ayo semangat lambung kan terus.
#SaveMonasSaveJakarta
#SaveMonasSaveJakarta

https://t.co/ee3dOxwd7c",positive,2155429980,RizalV4len,🇮🇩 R 124 L 🇮🇩,#NetizenProNKRI 🇮🇩 Real Akun.,False,2013-10-26 01:34,2893,2894,11996,12937,1,1,,False,,https://pbs.twimg.com/profile_images/1267028559006064642/yOGtFsRV_normal.jpg,3,8,12,2,1222103651159658496,Twitter for Android,in,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],"[{'text': '#SaveMonasSaveJakarta'}, {'text': '#SaveMonasSaveJakarta'}]",25,2918,0.008567511994516792,,,,[]
1222103599955660801,https://twitter.com/jhony_janggo/status/1222103599955660801,1580207178,2020-01-28 17:26,17:26,"Jakarta udah melebihi batas cukup,untuk menanam beton,, Jangan kau rusak/tebang lagi pohon yang sudah ada,demi proyekmu..",jakarta udah lebih batas cukup untuk tanam beton jangan kau rusak tebang lagi pohon yang sudah ada demi proyek,"Jakarta udah melebihi batas cukup,untuk menanam beton,,
Jangan kau rusak/tebang lagi pohon yang sudah ada,demi proyekmu.. #SaveMonasSaveJakarta https://t.co/2LhnUtVMJp",negative,2286111511,jhony_janggo,janggo,"yang akur akur aja,,gitu aja kok repot!!!!",False,2014-01-11 11:55,46,183,1336,672,0,0,,False,,https://pbs.twimg.com/profile_images/1165603698870874112/ivqCg5E5_normal.jpg,0,1,0,0,1222103599955660801,Twitter for Android,in,"[{'type': 'photo', 'source': [{'preview_url': 'https://pbs.twimg.com/media/EPXIvhqUYAU72a_?format=jpg&name=small', 'full_url': 'https://pbs.twimg.com/media/EPXIvhqUYAU72a_?format=jpg&name=large'}]}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]",[],[{'text': '#SaveMonasSaveJakarta'}],1,47,0.02127659574468085,,,,[]
1222103596142981122,https://twitter.com/3hamdih/status/1222103596142981122,1580207177,2020-01-28 17:26,17:26,,,@seruanhl @aniesbaswedan #SaveMonasSaveJakarta #4niesHancurkanMonas #4niesHancurkanJakarta,neutral,786085513581256708,3hamdih,ham ham 🇮🇩,"Hanya  rakyat Jelata.!!!Kami Cinta dan bangga,Kami bangsa Indonesia ,Kami Pancasila , Merah Putih , NKRI ! Menuju Indonesia Maju 🇮🇩! Aamiin",False,2016-10-12 13:06,3042,2159,54687,159196,0,0,"DKI Jakarta, Indonesia",False,,https://pbs.twimg.com/profile_images/1354342929666502657/yXj-4Qhb_normal.jpg,0,1,1,0,1222021594278547459,Twitter for Android,und,"[{'type': 'photo', 'source': []}, {'type': 'video', 'source': []}, {'type': 'gif', 'source': []}]","[{'text': '@seruanhl', 'display_name': 'SERUAN H7', 'id': 1174287141909590017}, {'text': '@aniesbaswedan', 'display_name': 'Anies Baswedan | Sudah #VaksinDulu', 'id': 110312278}]","[{'text': '#SaveMonasSaveJakarta'}, {'text': '#4niesHancurkanMonas'}, {'text': '#4niesHancurkanJakarta'}]",2,3044,0.000657030223390276,,,,[]
