"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@wak_iyoung @mkhumaini @prabowo @jokowi baca baik2 bro! sy bilang hari2 itu dipergilirkan. lalu sy sebut IN SYAA AL<U+2026> https://t.co/ykefeaFoPT",FALSE,0,"wak_iyoung","2018-04-16 04:59:44",TRUE,984760313055596544,985744528727408640,972819058037899264,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hanifyahyaasya1",0,FALSE,FALSE,NA,NA
"2","RT @ImronAA05: Buku Paradoks Indonesia yg ditulis @prabowo adalah Buku yang sudah beredar selama 2 tahun, dan tak satupun yg membantah isi<U+2026>",FALSE,0,NA,"2018-04-16 04:59:42",FALSE,NA,985744520514973696,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Kholiq871",12,TRUE,FALSE,NA,NA
"3","RT @kian_sensitive: Jika memang pada akhirnya @Gerindra dan @PKSejahtera berkoalisi, setujukah kalian jika kang @aheryawan bersanding denga<U+2026>",FALSE,0,NA,"2018-04-16 04:59:27",FALSE,NA,985744457629745152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AspaMuh",101,TRUE,FALSE,NA,NA
"4","RT @DirmanIdaJateng: Selamat Pagi Sahabat.
Selamat beraktifitas.
Semoga Tuhan selalu melindungi n memberkati setiap langkah yang terniatkan<U+2026>",FALSE,0,NA,"2018-04-16 04:59:09",FALSE,NA,985744383797477376,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hendy_oktinal",5,TRUE,FALSE,NA,NA
"5","RT @Hilmi28: Walau Pak @prabowo sdh resmi diusung Gerindra utk jd Capres 2019, sy blm tentu mendukung &amp; mengajak jamaah sy utk memilih beli<U+2026>",FALSE,0,NA,"2018-04-16 04:59:06",FALSE,NA,985744368324624384,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nchy01",684,TRUE,FALSE,NA,NA
"6","RT @TeddyGusnaidi: Kalian mau gabung dengan @Prabowo silahkan, gak perlu pake laporan. 

Karena gak ada yang akan menahan kalian. Kasihan P<U+2026>",FALSE,0,NA,"2018-04-16 04:58:26",FALSE,NA,985744201039036416,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nayarakofif",3,TRUE,FALSE,NA,NA
"7","@jokowi @sbyudhoyono @prabowo

mantab @faizalassegaf sdh seharusnya setiap kekeliruan/kekurangan diluruskan/dikriti<U+2026> https://t.co/UAfAGYOAco",FALSE,0,"jokowi","2018-04-16 04:58:15",TRUE,NA,985744153995657216,366987179,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","ndorobbs",0,FALSE,FALSE,NA,NA
"8","RT @SyifaSorayaZ12: @Rudibee7 @prabowo @Gerindra Jokowi juga kerjanya, pencitraan doang kali. Aslinya gak ada buktinya malah hutang banyak.<U+2026>",FALSE,0,NA,"2018-04-16 04:57:47",FALSE,NA,985744035821248512,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyifaSorayaZ12",1,TRUE,FALSE,NA,NA
"9","@Rudibee7 @prabowo @Gerindra Jokowi juga kerjanya, pencitraan doang kali. Aslinya gak ada buktinya malah hutang ban<U+2026> https://t.co/ybYK3LyxfT",FALSE,1,"SyifaSorayaZ12","2018-04-16 04:57:38",TRUE,982271997685018624,985744000052154368,925656506388721664,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyifaSorayaZ12",1,FALSE,FALSE,NA,NA
"10","RT @CintaNKRI12: Heboh bngt sampai Viral video Bpk @prabowo  yg telanjang Dada dan mencari yg tdk ada u Bully yaa Bongs dungu <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> nah ini Yg<U+2026>",FALSE,0,NA,"2018-04-16 04:57:23",FALSE,NA,985743935959023616,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BanditPolitik",593,TRUE,FALSE,NA,NA
"11","RT @TeddyGusnaidi: Kalian mau gabung dengan @Prabowo silahkan, gak perlu pake laporan. 

Karena gak ada yang akan menahan kalian. Kasihan P<U+2026>",FALSE,0,NA,"2018-04-16 04:57:07",FALSE,NA,985743868762050560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PadahalNggak",3,TRUE,FALSE,NA,NA
"12","RT @TeddyGusnaidi: Kalian mau gabung dengan @Prabowo silahkan, gak perlu pake laporan. 

Karena gak ada yang akan menahan kalian. Kasihan P<U+2026>",FALSE,0,NA,"2018-04-16 04:57:06",FALSE,NA,985743864219680768,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","PriaKolorIjo",3,TRUE,FALSE,NA,NA
"13","@jack_ixion @dhelfree @Metro_TV @nurkholis_h @haris_azhar @KomisiIX @prabowo Ini bos no perkara di PHI jakarta 223/<U+2026> https://t.co/oNgb2EQSZx",FALSE,0,"jack_ixion","2018-04-16 04:56:59",TRUE,985742868957429760,985743834461057024,979657730167160832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andyprasetyo68",0,FALSE,FALSE,NA,NA
"14","RT @b_fjakarta: @PBB2019 @Yusrilihza_Mhd Setuju untuk duet kan @prabowo dan @Yusrilihza_Mhd .... Ayo @Gerindra dan @PBB2019 Tolong fikirkan<U+2026>",FALSE,0,NA,"2018-04-16 04:56:49",FALSE,NA,985743796439629824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cahadiyat",1,TRUE,FALSE,NA,NA
"15","RT @CintaNKRI12: Heboh bngt sampai Viral video Bpk @prabowo  yg telanjang Dada dan mencari yg tdk ada u Bully yaa Bongs dungu <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> nah ini Yg<U+2026>",FALSE,0,NA,"2018-04-16 04:56:31",FALSE,NA,985743720757706752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AneukDidoh",593,TRUE,FALSE,NA,NA
"16","RT @yan_tanuwidjaya: Bbrp Kali @prabowo Ambil Keputusan Benar untuk  MENOLAK Tawaran Cawapres drpd Harus Ikut Mendukung Sbg Penjual Bangsan<U+2026>",FALSE,0,NA,"2018-04-16 04:56:30",FALSE,NA,985743716022300672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yan_tanuwidjaya",8,TRUE,FALSE,NA,NA
"17","Kalian mau gabung dengan @Prabowo silahkan, gak perlu pake laporan. 

Karena gak ada yang akan menahan kalian. Kasi<U+2026> https://t.co/lP7vDZSyk0",FALSE,4,NA,"2018-04-16 04:56:28",TRUE,NA,985743704915771392,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","TeddyGusnaidi",3,FALSE,FALSE,NA,NA
"18","RT @SyifaSorayaZ12: @Rudibee7 @prabowo @Gerindra Makasih banyak ya, buat kamu itu. Sudah mau membantu, mengurangi dosa saya. Dan malah itu,<U+2026>",FALSE,0,NA,"2018-04-16 04:56:18",FALSE,NA,985743666428784640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyifaSorayaZ12",1,TRUE,FALSE,NA,NA
"19","@Rudibee7 @prabowo @Gerindra Makasih banyak ya, buat kamu itu. Sudah mau membantu, mengurangi dosa saya. Dan malah<U+2026> https://t.co/IjsOwTTd8O",FALSE,1,"SyifaSorayaZ12","2018-04-16 04:56:14",TRUE,982271997685018624,985743648401707008,925656506388721664,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyifaSorayaZ12",1,FALSE,FALSE,NA,NA
"20","@anton_khairudin @fadlizon @prabowo Iya, kl km tau sejarahnya ya hrsnya km tau klo klaim pemerintah atas Freeport It brlbhan.",FALSE,0,"anton_khairudin","2018-04-16 04:56:10",FALSE,985735332141219840,985743633012805632,862543272253693952,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kucingmpuss",0,FALSE,FALSE,NA,NA
"21","RT @ticho_rolla: @ILC_tvOnenews @karniilyas @jokowi @prabowo Bang @karniilyas berani tdk kasus #korbanphkfreeport di angkat di @ILC_tvOnene<U+2026>",FALSE,0,NA,"2018-04-16 04:55:25",FALSE,NA,985743440406196224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhelfree",5,TRUE,FALSE,NA,NA
"22","RT @fietran: @priokustiadi @cakimiNOW @jokowi @prabowo @AgusYudhoyono @Nurmantyo_Gatot @tgbID TGB sosok komplit jawaban aspirasi Umat
#TGBu<U+2026>",FALSE,0,NA,"2018-04-16 04:55:09",FALSE,NA,985743375688085504,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melinda17091969",1,TRUE,FALSE,NA,NA
"23","RT @SyifaSorayaZ12: @Rudibee7 @prabowo @Gerindra Jokowi lebih dzolim ada banyak buktinya. Utang negara lebih dari 7 Miliar tahu. Ups yang b<U+2026>",FALSE,0,NA,"2018-04-16 04:55:00",FALSE,NA,985743338019045376,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyifaSorayaZ12",1,TRUE,FALSE,NA,NA
"24","@Rudibee7 @prabowo @Gerindra Jokowi lebih dzolim ada banyak buktinya. Utang negara lebih dari 7 Miliar tahu. Ups ya<U+2026> https://t.co/zO2QWImt5b",FALSE,1,"SyifaSorayaZ12","2018-04-16 04:54:51",TRUE,982271997685018624,985743300958105600,925656506388721664,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyifaSorayaZ12",1,FALSE,FALSE,NA,NA
"25","@sudjiwotedjo @jokowi @prabowo Mbah ini salah satu konten yg Kreasi mereka, yg tulus mengundang senyum dengan gaya<U+2026> https://t.co/Ys4qa4GiZ1",FALSE,0,"AbedeMazebrain","2018-04-16 04:54:50",TRUE,985739946546757632,985743294364729344,1413417259,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbedeMazebrain",0,FALSE,FALSE,NA,NA
"26","RT @ImronAA05: Buku Paradoks Indonesia yg ditulis @prabowo adalah Buku yang sudah beredar selama 2 tahun, dan tak satupun yg membantah isi<U+2026>",FALSE,0,NA,"2018-04-16 04:54:37",FALSE,NA,985743242808274944,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BobbyPanji",12,TRUE,FALSE,NA,NA
"27","@republikwayang @prabowo @Gerindra @tgbID Menurut babe @republikwayang siapa yg cocok jd presiden 2017? Sy ikut pen<U+2026> https://t.co/0OUZpGNv0L",FALSE,0,"republikwayang","2018-04-16 04:54:21",TRUE,985706116033134592,985743174642450432,945184693221130240,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SidiqArsad",0,FALSE,FALSE,NA,NA
"28","@BirgaldoS @prabowo Tp yg sebelah kanan dipecat ya.... https://t.co/yDGepgJkOd",FALSE,0,"BirgaldoS","2018-04-16 04:54:12",FALSE,985725862677917696,985743136382054400,3012602437,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SimonSipahutar",0,FALSE,FALSE,NA,NA
"29","@jokowi @sbyudhoyono @prabowo

saya dan seluruh kerabat akan memilih golput !!! https://t.co/1mQbGMkCBL",FALSE,0,"jokowi","2018-04-16 04:53:48",FALSE,NA,985743036926668800,366987179,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","ndorobbs",0,FALSE,FALSE,NA,NA
"30","@dhelfree @Metro_TV @nurkholis_h @haris_azhar @KomisiIX @prabowo Dan lihat di kalimantan banyak PHK dr pabrik tamba<U+2026> https://t.co/uTw2a7RNEI",FALSE,0,"dhelfree","2018-04-16 04:53:48",TRUE,985737278524866560,985743036289171456,3032365657,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andyprasetyo68",0,FALSE,FALSE,NA,NA
"31","@fadlizon @prabowo @Gerindra @MRomahurmuziy @MRomahurmuziy @fadlizon @Gerindra cak mur...sampeyan mending urus P3 a<U+2026> https://t.co/ITPEqeo1tl",FALSE,0,"fadlizon","2018-04-16 04:53:39",TRUE,985318817655021568,985742996745347072,79139422,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bangnawi_aja",0,FALSE,FALSE,NA,NA
"32","@andyprasetyo68 @dhelfree @Metro_TV @nurkholis_h @haris_azhar @KomisiIX @prabowo trs sistem FURLOUGH ada tdk pak dl<U+2026> https://t.co/IhqCeAw9WX",FALSE,0,"andyprasetyo68","2018-04-16 04:53:08",TRUE,985742400768196608,985742868957429760,745055267096649728,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jack_ixion",0,FALSE,FALSE,NA,NA
"33","@jokowi @sbyudhoyono @prabowo

dipanggul salah satu pasukan khusus terbaik didunia, tanpa harus pamer puting maupun<U+2026> https://t.co/OWyAJqSbsN",FALSE,0,"jokowi","2018-04-16 04:52:01",TRUE,NA,985742586076774400,366987179,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","ndorobbs",0,FALSE,FALSE,NA,NA
"34","@dhelfree @Metro_TV @nurkholis_h @haris_azhar @KomisiIX @prabowo Coba baca uu tenaga kerja no 13 tahun 2003 baru teriak2 bos",FALSE,0,"dhelfree","2018-04-16 04:51:17",FALSE,985737278524866560,985742400768196608,3032365657,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andyprasetyo68",0,FALSE,FALSE,NA,NA
"35","@gerilyapolitik @AgungWidrajat @prabowo @fadlizon @jokowi Kaga bebulu, pantes cewe ga demen. Hua huaaa.",FALSE,0,"gerilyapolitik","2018-04-16 04:51:15",FALSE,985466056918495232,985742393512157184,814883981833273344,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rusman_Sumbayak",0,FALSE,FALSE,NA,NA
"36","@ahmad_gusyus @msi_sohibuliman @prabowo @PKSejahtera Alhamdulillah",FALSE,0,"ahmad_gusyus","2018-04-16 04:49:21",FALSE,985741317002022912,985741916024266752,946310372201439232,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","arwidodo",0,FALSE,FALSE,NA,NA
"37","RT @04Nakula: Motor @jokowi karya modifikasi anak negeri seharga 140 jt..

Kuda @prabowo dari Argentina seharga 2 miliar..

Dari sini kita<U+2026>",FALSE,0,NA,"2018-04-16 04:49:18",FALSE,NA,985741901075767296,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","imnainggolan",238,TRUE,FALSE,NA,NA
"38","RT @alvinyudistira: Retweeted #KamiMauTGB (@kasanmulyono):

Tri Cita TGB

1. Kuatkan ekonomi umat
2. Sejahterakan rakyat kecil
3. Budayakan<U+2026>",FALSE,0,NA,"2018-04-16 04:48:57",FALSE,NA,985741816619155456,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melinda17091969",3,TRUE,FALSE,NA,NA
"39","RT @ferrykoto: Ada yg deklarasi, jk pilpres kembali hanya @jokowi dan @prabowo mereka akan abstain.

Kocak tenan arek2 iki. Padahal mereka<U+2026>",FALSE,0,NA,"2018-04-16 04:48:42",FALSE,NA,985741753750700032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nasgortrasi",94,TRUE,FALSE,NA,NA
"40","@AnjaniDyan @gerilyapolitik @wakilgubernurKW @prabowo @fadlizon @jokowi Kok mirip banget ya...!",FALSE,0,"AnjaniDyan","2018-04-16 04:48:03",FALSE,985503690659266560,985741588235091968,933710391598649344,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dudunk39215722",0,FALSE,FALSE,NA,NA
"41","RT @dhelfree: @andyprasetyo68 @Metro_TV Km tahu apa Pak? Jelas- jelas UUD itu nyata, bkn hanya dongeng.. Seorang PRESIDEN dpt ikut campur j<U+2026>",FALSE,0,NA,"2018-04-16 04:47:52",FALSE,NA,985741543981006848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Grasberg_46",2,TRUE,FALSE,NA,NA
"42","@04Nakula @BiruRaksasa @firmanID_01 @prabowo Mana ss nya buktikan klo anda bukan lagi ngibu",FALSE,0,"04Nakula","2018-04-16 04:47:51",FALSE,985727714945417216,985741537727471616,887859014444371968,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indah7450",0,FALSE,FALSE,NA,NA
"43","RT @dhelfree: @Metro_TV Apakah pimpinan NEGARA dan PEJABAT sekarang hanya seorang BONEKA? Hanya melihat nonton RAKYATnya sengsara hingga me<U+2026>",FALSE,0,NA,"2018-04-16 04:47:43",FALSE,NA,985741503027789824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Grasberg_46",6,TRUE,FALSE,NA,NA
"44","RT @fadlizon: Nggak benar alias fiktif. N sdh jd FAKTA bhw @prabowo capres @Gerindra .  @MRomahurmuziy urus partai n capresnya sendiri sj j<U+2026>",FALSE,0,NA,"2018-04-16 04:47:06",FALSE,NA,985741347737907200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ra_Ria_Rana",474,TRUE,FALSE,NA,NA
"45","RT @CintaNKRI12: Heboh bngt sampai Viral video Bpk @prabowo  yg telanjang Dada dan mencari yg tdk ada u Bully yaa Bongs dungu <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> nah ini Yg<U+2026>",FALSE,0,NA,"2018-04-16 04:47:02",FALSE,NA,985741331577257984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","riseofislamm",593,TRUE,FALSE,NA,NA
"46","@gerilyapolitik @prabowo @fadlizon @jokowi Gw curiga.. masih suka cewe?",FALSE,0,"gerilyapolitik","2018-04-16 04:47:01",FALSE,985466056918495232,985741329463328768,814883981833273344,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dudunk39215722",0,FALSE,FALSE,NA,NA
"47","@arwidodo @msi_sohibuliman @prabowo sudah punnya pasangan, yaitu dari @PKSejahtera dong yang lebih berkualitas dan mengerti Agama",FALSE,0,"arwidodo","2018-04-16 04:46:58",FALSE,985740194900045824,985741317002022912,158162219,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ahmad_gusyus",0,FALSE,FALSE,NA,NA
"48","gak salah klo dibilang Pak @jokowi lebih nasionalis ketimbang @prabowo kan ya? https://t.co/cR2zouZS3y",FALSE,0,NA,"2018-04-16 04:46:52",FALSE,NA,985741291450454016,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","imnainggolan",0,FALSE,FALSE,NA,NA
"49","RT @bibibcabul: @anakmesuji7 @04Nakula @jokowi @prabowo @JKFC23456789 @GagakNew @AfifFuadS @akoezuma @TitacantikTr @Aryprasetyo85 @karman_m<U+2026>",FALSE,0,NA,"2018-04-16 04:46:42",FALSE,NA,985741247611527168,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ocean_lover__",0,TRUE,FALSE,NA,NA
"50","RT @puji_and: @anakmesuji7 @04Nakula @jokowi @prabowo @JKFC23456789 @GagakNew @AfifFuadS @akoezuma @TitacantikTr @Aryprasetyo85 @karman_mus<U+2026>",FALSE,0,NA,"2018-04-16 04:46:29",FALSE,NA,985741192741572608,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ocean_lover__",1,TRUE,FALSE,NA,NA
"51","@ILC_tvOnenews @karniilyas @jokowi @prabowo Ilc itu acara dagelan..ga perlu di pikir mumet. Anggap tontonan wayang.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"ILC_tvOnenews","2018-04-16 04:46:22",FALSE,985309486448431104,985741163305955328,2421762716,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zen_wildan",0,FALSE,FALSE,NA,NA
"52","RT @solor_: @anakmesuji7 @04Nakula @jokowi @prabowo @JKFC23456789 @GagakNew @AfifFuadS @akoezuma @TitacantikTr @Aryprasetyo85 @karman_musta<U+2026>",FALSE,0,NA,"2018-04-16 04:46:12",FALSE,NA,985741123413991424,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ocean_lover__",1,TRUE,FALSE,NA,NA
"53","RT @CintaNKRI12: Heboh bngt sampai Viral video Bpk @prabowo  yg telanjang Dada dan mencari yg tdk ada u Bully yaa Bongs dungu <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> nah ini Yg<U+2026>",FALSE,0,NA,"2018-04-16 04:46:04",FALSE,NA,985741087867195392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IskandarElvis",593,TRUE,FALSE,NA,NA
"54","RT @04Nakula: @anakmesuji7 @BertaDwita @jokowi @prabowo @JKFC23456789 @GagakNew @AfifFuadS @akoezuma @TitacantikTr @Aryprasetyo85 @karman_m<U+2026>",FALSE,0,NA,"2018-04-16 04:45:56",FALSE,NA,985741053536780288,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ocean_lover__",0,TRUE,FALSE,NA,NA
"55","RT @04Nakula: @anakmesuji7 @jokowi @prabowo @JKFC23456789 @GagakNew @AfifFuadS @akoezuma @TitacantikTr @Aryprasetyo85 @karman_mustamin @Ber<U+2026>",FALSE,0,NA,"2018-04-16 04:45:33",FALSE,NA,985740958305206272,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ocean_lover__",1,TRUE,FALSE,NA,NA
"56","RT @04Nakula: Motor @jokowi karya modifikasi anak negeri seharga 140 jt..

Kuda @prabowo dari Argentina seharga 2 miliar..

Dari sini kita<U+2026>",FALSE,0,NA,"2018-04-16 04:45:09",FALSE,NA,985740856710725632,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ocean_lover__",238,TRUE,FALSE,NA,NA
"57","RT @Al_Fatih1453__: Masih mau 2periode???? Mikir
#2019GantiPresiden 
#2019PunyaPresidenBaru 
@MRomahurmuziy @ZUL_Hasan @prabowo @AgusYudhoy<U+2026>",FALSE,0,NA,"2018-04-16 04:44:57",FALSE,NA,985740808652374016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orangdalem01",39,TRUE,FALSE,NA,NA
"58","RT @gerilyapolitik: Setelah @prabowo telanjang dada, @fadlizon minta @jokowi telanjang dada juga. Apakah Fadli adalah penggemar dada pria?<U+2026>",FALSE,0,NA,"2018-04-16 04:44:27",FALSE,NA,985740680289959936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","inozca",112,TRUE,FALSE,NA,NA
"59","Kitab Suci itu berat biar @rockygerung saja, alhamdulillah dengan fiksi langkah jadi ringan hatipun teduh ditengah<U+2026> https://t.co/NrqtkGMNvP",FALSE,0,NA,"2018-04-16 04:44:20",TRUE,NA,985740652926320640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kandayan",0,FALSE,FALSE,NA,NA
"60","@AgianMichael @jokowi @Muldoko @lokataru_id @haris_azhar Bung, mungkin pajaknya kita gk msuk ke kas Negara,,, atau<U+2026> https://t.co/SlUKCLuSTq",FALSE,0,"AgianMichael","2018-04-16 04:44:17",TRUE,985308662112575488,985740639269675008,974417196238557184,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhelfree",0,FALSE,FALSE,NA,NA
"61","PKS solid dukung Prabowo di Pilpres 2019  @PKSejahtera @prabowo
https://t.co/zs08UMKrxb",FALSE,0,NA,"2018-04-16 04:44:09",FALSE,NA,985740605455196160,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RILISonline",0,FALSE,FALSE,NA,NA
"62","@gerilyapolitik @prabowo @fadlizon @jokowi Kenapa ga yg ini aja.... https://t.co/2sPDvGKpnJ",FALSE,0,"gerilyapolitik","2018-04-16 04:43:53",FALSE,985466056918495232,985740541022191616,814883981833273344,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dinsamanaza",0,FALSE,FALSE,NA,NA
"63","RT @gerilyapolitik: Setelah @prabowo telanjang dada, @fadlizon minta @jokowi telanjang dada juga. Apakah Fadli adalah penggemar dada pria?<U+2026>",FALSE,0,NA,"2018-04-16 04:43:51",FALSE,NA,985740532591636480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fahmioktobriyan",112,TRUE,FALSE,NA,NA
"64","RT @Al_Fatih1453__: Masih mau 2periode???? Mikir
#2019GantiPresiden 
#2019PunyaPresidenBaru 
@MRomahurmuziy @ZUL_Hasan @prabowo @AgusYudhoy<U+2026>",FALSE,0,NA,"2018-04-16 04:43:49",FALSE,NA,985740523506843648,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr_sofanansor",39,TRUE,FALSE,NA,NA
"65","RT @wentira2: SEMAKIN TERBUKA KAN ? Siapa yg di tawari dan siapa yg menawari ,kalau @prabowo GILA JABATAN ,sudah jaman PRESIDEN2 sebelumnya<U+2026>",FALSE,0,NA,"2018-04-16 04:43:24",FALSE,NA,985740419802611712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bangs0p0",12,TRUE,FALSE,NA,NA
"66","RT @mkhumaini: IG bikinrame dgn followers 3M lagi buat polling capres antara Jokowi vs Prabowo.

Polling sementara @prabowo unggul 65% deng<U+2026>",FALSE,0,NA,"2018-04-16 04:43:03",FALSE,NA,985740328089993216,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","adnanbogi",27,TRUE,FALSE,NA,NA
"67","RT @mkhumaini: Kalau PKS mau berbesar hati dan tujuannya ingin #2019GantiPresiden maka harus cari cawapres yg bisa melengkapi dan mengkatro<U+2026>",FALSE,0,NA,"2018-04-16 04:42:53",FALSE,NA,985740287753334784,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","adnanbogi",28,TRUE,FALSE,NA,NA
"68","@prabowo @Gerindra Pak kalau sudah gak mampu mundur saja jangan numpang di otak saya buat saya struk @BarengSandiaga @PendopoRelawan",FALSE,0,"prabowo","2018-04-16 04:42:25",FALSE,NA,985740171566960640,40580714,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HilmanNugrah",0,FALSE,FALSE,NA,NA
"69","@sudjiwotedjo Mbah saya Pribadi masih bisa melihat sisi-sisi positive Buzzer, mereka sedang berperan dengan Cara &amp;<U+2026> https://t.co/SoUX88pqG4",FALSE,0,"sudjiwotedjo","2018-04-16 04:41:32",TRUE,985731998210711552,985739946546757632,186801139,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbedeMazebrain",0,FALSE,FALSE,NA,NA
"70","RT @PondokMunzir: Luar Biasa @anismatta dan @prabowo masuk dalam 500 Tokoh Muslim berpengaruh Dunia 2018 di Bidang Politik.. 

Layak lah ji<U+2026>",FALSE,0,NA,"2018-04-16 04:41:26",FALSE,NA,985739923620691968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deeahn_saja",17,TRUE,FALSE,NA,NA
