"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","person"
"3200","RT @GunKidFor2: Anda memang seorang ekonom. 
Seandainya anda dulu tdk dlm kabinet @jokowi mungkin saya percaya. Tp omongan anda itu didasar<U+2026>",FALSE,0,NA,2018-04-16 02:21:43,FALSE,NA,"985704762027819008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","netral_ajah",36,TRUE,FALSE,NA,NA,"Jokowi"
"3201","RT @jokowi: Selamat Memperingati Isra Mi'raj Nabi Muhammad SAW 1439 Hijriah untuk saudaraku umat muslim di seluruh penjuru dunia. Semoga sy<U+2026>",FALSE,0,NA,2018-04-16 02:21:42,FALSE,NA,"985704756021575680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","liarestipratiwi",4865,TRUE,FALSE,NA,NA,"Jokowi"
"3202","@jokowi Lanjutkan pk kmi slu mendukungmu,...",FALSE,0,"jokowi",2018-04-16 02:21:39,FALSE,"984401657453662208","985704747440091136","366987179","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TirtoSamudro3",0,FALSE,FALSE,NA,NA,"Jokowi"
"3203","Menurut gue, beliau adalah salah satu menteri terbaik di kabinet pak @Jokowi saat ini. https://t.co/NqUeDSS9u9",FALSE,141,NA,2018-04-16 02:21:36,FALSE,NA,"985704731187200000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","habibthink",77,FALSE,FALSE,NA,NA,"Jokowi"
"3204","Infrastruktur yes demi kesejahteraan dan kenyamanan rakyat serta demi kemajuan ekonomi bangsa 
Kerja hebat pakde @jokowi #RakyatB3rsamaJKW",FALSE,0,NA,2018-04-16 02:21:34,FALSE,NA,"985704724748906496",NA,"<a href=""http://realisasikbnemeja.go.id"" rel=""nofollow"">Realisasi Kbnemeja</a>","_Bayu_Wisnu_",0,FALSE,FALSE,NA,NA,"Jokowi"
"3205","RT @jfmsondakh: Siapa yg suka teriak2 anti asing?!TERNYATA @prabowo ,Hashim dan @Gerindra PRO AMERIKA!
Sudah JELAS ya..Mereka punya agenda<U+2026>",FALSE,0,NA,2018-04-16 02:21:22,FALSE,NA,"985704674610135040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tengkek123",279,TRUE,FALSE,NA,NA,"Jokowi"
"3206","@ateng_27 @AdryanEmanPrat3 @ILC_tvOnenews @karniilyas @jokowi @prabowo Justru saya mendukung...pemerintah....gimna sih bos.....",FALSE,0,"ateng_27",2018-04-16 02:21:19,FALSE,"983739027521060864","985704661523943424","354726984","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DonalPurba2",0,FALSE,FALSE,NA,NA,"Jokowi"
"3207","@WahyuHdytie @kbenaranHakiki @hisar_manalu @ronavioleta @jokowi @hanifdhakiri @KemnakerRI Fokus kerja pak Presiden<U+2026> https://t.co/1nhFOZwcMr",FALSE,1,"WahyuHdytie",2018-04-16 02:21:17,TRUE,"985702787664105472","985704654695641088","837249715","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MumuyZG",0,FALSE,FALSE,NA,NA,"Jokowi"
"3208","RT @Aryprasetyo85: COLOKIN NIH KE MATA PENDUKUNG WOWO YG MASIH TERIAK2 @jokowi PKI

""Romahurmuziy Blak-blakan soal Dalang di Balik ""Obor Ra<U+2026>",FALSE,0,NA,2018-04-16 02:21:17,FALSE,NA,"985704653466693632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AyoBelaNKRI",87,TRUE,FALSE,NA,NA,"Jokowi"
"3209","@ToniHorora @KoRnHurry @fadlizon @jokowi Klo di adu lari pasti yg gendut ngap ngapan nafasnya senin kamis<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,1,"ToniHorora",2018-04-16 02:21:17,FALSE,"985701606975930368","985704652971827200","944914261393817601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","putri_teratai76",0,FALSE,FALSE,NA,NA,"Jokowi"
"3210","@KoRnHurry @MudasirRomini @fadlizon @jokowi @prabowo Ntu anaknya dagang apa disono.
Dagang perabotan yaa.",FALSE,1,"KoRnHurry",2018-04-16 02:21:14,FALSE,"985703126924537856","985704640611168256","592670569","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zonk_brain",0,FALSE,FALSE,NA,NA,"Jokowi"
"3211","Bapak @jokowi yang terhormat.. Bangga melihat rakyat bapak seperti ini... Mana hati nurani bapak yang saya hormati.<U+2026> https://t.co/8gFiRByGrg",FALSE,1,NA,2018-04-16 02:21:13,TRUE,NA,"985704638245625856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vitras212",1,FALSE,FALSE,NA,NA,"Jokowi"
"3212","RT @jfmsondakh: Siapa yg suka teriak2 anti asing?!TERNYATA @prabowo ,Hashim dan @Gerindra PRO AMERIKA!
Sudah JELAS ya..Mereka punya agenda<U+2026>",FALSE,0,NA,2018-04-16 02:21:12,FALSE,NA,"985704630666510337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","netral_ajah",279,TRUE,FALSE,NA,NA,"Jokowi"
"3213","RT @P3nj3l4j4h: Saat saat Pak @jokowi mengunjungi Mall Jayapura,perhatikan bagaimana respon masyarakat kepada beliau.<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>

Tidak perlu bertela<U+2026>",FALSE,0,NA,2018-04-16 02:21:11,FALSE,NA,"985704629705953280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kibengkong",217,TRUE,FALSE,NA,NA,"Jokowi"
"3214","@putri_teratai76 @solichinliem @KoRnHurry @fadlizon @jokowi Baiknya tes cagub dulu ya bu di NAD/aceh, kalo lulus bi<U+2026> https://t.co/ZdNjQULFAK",FALSE,1,"putri_teratai76",2018-04-16 02:21:11,TRUE,"985703294654865408","985704626115698689","3228154548","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EinaldCholeq",0,FALSE,FALSE,NA,NA,"Jokowi"
"3215","Begitu jg pak @jokowi dn harus nya sebagai negarawan paduka raja @fadlizon harus nya mengakui dampak pembangunan di<U+2026> https://t.co/oMYMUTJ97O",FALSE,0,NA,2018-04-16 02:21:10,TRUE,NA,"985704622617538560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adipr4nata",0,FALSE,FALSE,NA,NA,"Jokowi"
"3216","RT @andreOPA: Akhirnya rencana Pak @jokowi dan Pak @basukibtp agar jakarta memiliki #MRTJakarta #LRTJakarta terwujud juga, semuanya untuk r<U+2026>",FALSE,0,NA,2018-04-16 02:21:09,FALSE,NA,"985704620809846785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","entjinrahardja",101,TRUE,FALSE,NA,NA,"Jokowi"
"3217","RT @BiLLRaY_san: Terima kasih Pak @jokowi sdh membangun jln Trans Papua menuju perbatasan PLBN SKOUW menjadi indah. 

Sa...cinta Papua
Ko..<U+2026>",FALSE,0,NA,2018-04-16 02:21:08,FALSE,NA,"985704615265034240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marlonmecky",36,TRUE,FALSE,NA,NA,"Jokowi"
"3218","RT @Next_J2P: Maaf ya kawan... <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

Daripada PAMER DADA, saya lebih suka pamer KEHARMONISAN KELUARGA pak Presiden @jokowi.

Bagaimana menurut<U+2026>",FALSE,0,NA,2018-04-16 02:21:08,FALSE,NA,"985704613792833536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alenaheart",264,TRUE,FALSE,NA,NA,"Jokowi"
"3219","RT @jokowi: Selamat Memperingati Isra Mi'raj Nabi Muhammad SAW 1439 Hijriah untuk saudaraku umat muslim di seluruh penjuru dunia. Semoga sy<U+2026>",FALSE,0,NA,2018-04-16 02:21:05,FALSE,NA,"985704601960660992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisMokalu82",4865,TRUE,FALSE,NA,NA,"Jokowi"
"3220","Selamat pagi, teman-teman. Hari ini kami akan aktif me-retweet tweet pertama dari teman-teman jaringan kami yang se<U+2026> https://t.co/iTi369QvTZ",FALSE,7,NA,2018-04-16 02:21:01,TRUE,NA,"985704587796426752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amnestyindo",10,FALSE,FALSE,NA,NA,"Jokowi"
"3221","RT @JajangRidwan19: Trimakasih @jokowi 

Salah satu hasil kerja kerja pemerintahan @jokowi Bandara Apung Ahmad Yani semarang . .

Bandara a<U+2026>",FALSE,0,NA,2018-04-16 02:21:00,FALSE,NA,"985704582243233792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marlonmecky",240,TRUE,FALSE,NA,NA,"Jokowi"
"3222","@putri_teratai76 @KoRnHurry @fadlizon @jokowi Sis. Jgn bilang2 PAMER DADA.... suka salah baca sayanya.....wkwkwk",FALSE,1,"putri_teratai76",2018-04-16 02:20:47,FALSE,"985696995078619136","985704529206235136","3228154548","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noperhan",1,FALSE,FALSE,NA,NA,"Jokowi"
"3223","RT @hariadhi: 11.Untuk itu, Indonesia dengan presidennya @jokowi sedang kerja keras supaya Indonesia punya roadmap industry 4.0 #readyforin<U+2026>",FALSE,0,NA,2018-04-16 02:20:39,FALSE,NA,"985704493344960514",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bpriady",15,TRUE,FALSE,NA,NA,"Jokowi"
"3224","@wahyonokuP @Fahrihamzah @jokowi @DPR_RI @KemensetnegRI Kalo Bahasannya semua sesuai dg janji. Apa masih pantes jka<U+2026> https://t.co/7rt1GT4luT",FALSE,0,"wahyonokuP",2018-04-16 02:20:33,TRUE,"985642447781769216","985704467025674240","2321889925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sopian333351",0,FALSE,FALSE,NA,NA,"Jokowi"
"3225","RT @Dwiyana_DKM: @jokowi adlh pemimpin yg bisa dpercaya. Bgmn bliau bkerja mbangun negri ini.Mencontohkan pndidikn berpolitik santun&amp;sehat,<U+2026>",FALSE,0,NA,2018-04-16 02:20:27,FALSE,NA,"985704442891681792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TolakBigotRI",29,TRUE,FALSE,NA,NA,"Jokowi"
"3226","@KemenkesRI @jokowi Alhamdulilah, dengan KIS rakyat terjamin kesehatan nya.",FALSE,0,"KemenkesRI",2018-04-16 02:20:24,FALSE,"985412653941010432","985704431332114432","161236190","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oprimadi",0,FALSE,FALSE,NA,NA,"Jokowi"
"3227","@natadiningrat99 @Syarman59 @jpnncom @Bakar55778917 @RamliRizal @jokowi Belio mempertanyakan reklamasih dr tahap aw<U+2026> https://t.co/X9gYGUwiX4",FALSE,0,"natadiningrat99",2018-04-16 02:20:21,TRUE,"985553795953209345","985704419286171648","3270403033","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agusdwiantosaja",0,FALSE,FALSE,NA,NA,"Jokowi"
"3228","@ferrykoto @jokowi @Gerindra Frustasi kayaknya",FALSE,0,"ferrykoto",2018-04-16 02:20:20,FALSE,"985668555663335425","985704413258891264","24893875","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MissSTJu",0,FALSE,FALSE,NA,NA,"Jokowi"
"3229","RT @milamelissa09: @Neng_Zepret @jokowi @DPR_RI @DPDRI @mprgoid kereenn eduun uyy #2019GantiPresiden #2019PresidenBaru",FALSE,0,NA,2018-04-16 02:20:14,FALSE,NA,"985704387535192064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eliya_mkom",1,TRUE,FALSE,NA,NA,"Jokowi"
"3230","RT @timomanullang: Bandara APUNG pertama DiIndonesia yg berada dijln Ahmad Yani Semarang sdh bisa dipergunakan Mei 2018 nanti .Indonesia mb<U+2026>",FALSE,0,NA,2018-04-16 02:20:10,FALSE,NA,"985704373593423873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marlonmecky",45,TRUE,FALSE,NA,NA,"Jokowi"
"3231","RT @P3nj3l4j4h: Doeloe Klo Presiden datang Ke Papua tu anggap saja Tuhan Mau Turun"" mereka sampai berpikir begitu krn sangat jarang sekali<U+2026>",FALSE,0,NA,2018-04-16 02:20:07,FALSE,NA,"985704357701214208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nianiaa9",252,TRUE,FALSE,NA,NA,"Jokowi"
"3232","@Syarman59 @Layangseto7 @jokowi @Yaspayelunggam1 @dpp_pan Dasar kakek konslet siapa jg yg nyurigai...hidup tinggal<U+2026> https://t.co/93YC7sKdmv",FALSE,1,"Syarman59",2018-04-16 02:20:01,TRUE,"985551739221753856","985704334108196864","798901988909907968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enny_endah",0,FALSE,FALSE,NA,NA,"Jokowi"
"3233","@temponasional @Gerindra ga usah panikaan kita kasih tiket gratis aja pak @jokowi ke istana 2 periode gmn @fadlizon setujukan",FALSE,1,"temponasional",2018-04-16 02:19:59,FALSE,"985480778896130048","985704325484707840","4067554280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DPPtwiter",0,FALSE,FALSE,NA,NA,"Jokowi"
"3234","RT @RustamIbrahim: Karena prestasi Presiden @jokowi yang luar biasa dalam bidang pembangunan infrastruktur dan program2 kesejahteraan rakya<U+2026>",FALSE,0,NA,2018-04-16 02:19:57,FALSE,NA,"985704316815097856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArtamuSLand",15,TRUE,FALSE,NA,NA,"Jokowi"
"3235","RT @ferrykoto: Sampeyan sampai hari ini ngaku aktivis toh? Selalu bawa2 reformasi 98. Bkn politisi toh?

Sebelum2nya serang @jokowi dkk dg<U+2026>",FALSE,0,NA,2018-04-16 02:19:47,FALSE,NA,"985704275991977984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FathoniJmb",88,TRUE,FALSE,NA,NA,"Jokowi"
"3236","@CNNIndonesia .....

""Ini presiden yang ilmunya pas-pasan"" ... kata dia.

(pak..pak... mendoktrin orang itu isinya<U+2026> https://t.co/MiMI5ILT9I",FALSE,0,"CNNIndonesia",2018-04-16 02:19:46,TRUE,"984738819432828930","985704269759168512","17128975","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gracealda",0,FALSE,FALSE,NA,NA,"Jokowi"
"3237","RT @Just_Ayiex: @luviku mbah @gm_gm  gk ush declare dukung  @jokowi mbah, suer yg ad malah bkin nyungsep dan malu2in belio

klo mo dkung it<U+2026>",FALSE,0,NA,2018-04-16 02:19:45,FALSE,NA,"985704267129368576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luviku",1,TRUE,FALSE,NA,NA,"Jokowi"
"3238","@fadjroeL @jokowi @PEDOMAN_id @Jokowinomics_id Mudah2an terowongan nya gak roboh lg krn gak kuat nahan beban kereta yg lewat diatasnya",FALSE,1,"fadjroeL",2018-04-16 02:19:39,FALSE,"985695779221159938","985704240579461121","18158130","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","agammaret",0,FALSE,FALSE,NA,NA,"Jokowi"
"3239","RT @andreOPA: Akhirnya rencana Pak @jokowi dan Pak @basukibtp agar jakarta memiliki #MRTJakarta #LRTJakarta terwujud juga, semuanya untuk r<U+2026>",FALSE,0,NA,2018-04-16 02:19:39,FALSE,NA,"985704240440995840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prsetiadi",101,TRUE,FALSE,NA,NA,"Jokowi"
"3240","RT @Next_J2P: Maaf ya kawan... <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

Daripada PAMER DADA, saya lebih suka pamer KEHARMONISAN KELUARGA pak Presiden @jokowi.

Bagaimana menurut<U+2026>",FALSE,0,NA,2018-04-16 02:19:38,FALSE,NA,"985704237676949504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hen_p_astoro",264,TRUE,FALSE,NA,NA,"Jokowi"
"3241","@ferrykoto @jokowi @prabowo Cak misale mita abstain dgn menulis nama orang lain di kertas undian.lalu katakan suara<U+2026> https://t.co/Ph1CZIhYXs",FALSE,0,"ferrykoto",2018-04-16 02:19:36,TRUE,"985387650189221889","985704228839550977","24893875","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","santaajie212",0,FALSE,FALSE,NA,NA,"Jokowi"
"3242","@leonsys0305 @fadlizon @jokowi Sadis  wkwkwkwkkw",FALSE,0,"leonsys0305",2018-04-16 02:19:25,FALSE,"985703619847581696","985704184979718144","784318280718659584","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KoRnHurry",0,FALSE,FALSE,NA,NA,"Jokowi"
"3243","@ProfAmienRais Manusia Ambisius dan Gila Jabatan yg kini masih sakit Hati !! Karna Dia kecewa,knpa Bisa org sprti b<U+2026> https://t.co/Wpaw2awVIu",FALSE,0,"ProfAmienRais",2018-04-16 02:19:21,TRUE,NA,"985704165383942144","2360108526","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oc57apatish",0,FALSE,FALSE,NA,NA,"Jokowi"
"3244","RT @Next_J2P: Maaf ya kawan... <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

Daripada PAMER DADA, saya lebih suka pamer KEHARMONISAN KELUARGA pak Presiden @jokowi.

Bagaimana menurut<U+2026>",FALSE,0,NA,2018-04-16 02:19:18,FALSE,NA,"985704154461974528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LEOJULYLEO",264,TRUE,FALSE,NA,NA,"Jokowi"
"3245","Yg ini fiksi atau realita atau Omdo ya? @rockygerung @zarazettirazr @jokowi @fadlizon https://t.co/PzLXi8kjmP",FALSE,1,NA,2018-04-16 02:19:15,FALSE,NA,"985704141665136640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WajahMuslim17",1,FALSE,FALSE,NA,NA,"Jokowi"
"3246","RT @ferrykoto: Sampeyan sampai hari ini ngaku aktivis toh? Selalu bawa2 reformasi 98. Bkn politisi toh?

Sebelum2nya serang @jokowi dkk dg<U+2026>",FALSE,0,NA,2018-04-16 02:19:12,FALSE,NA,"985704129929461760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EkoWardojo",88,TRUE,FALSE,NA,NA,"Jokowi"
"3247","@ferrykoto @jokowi @prabowo Abstain itu seakan ingin ""cuci tangan"", jadi selalu pada posisi merasa tidak bertanggun<U+2026> https://t.co/XrAaNSE1pN",FALSE,0,"ferrykoto",2018-04-16 02:19:12,TRUE,"985387650189221889","985704129115766784","24893875","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MisbahWiyono",0,FALSE,FALSE,NA,NA,"Jokowi"
"3248","RT @KoRnHurry: @zonk_brain @MudasirRomini @fadlizon @jokowi @prabowo Klo bahas pamer dada aq jadi inget ini :

<ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> https://t.co/EDFoQV0Fi8",FALSE,0,NA,2018-04-16 02:19:06,FALSE,NA,"985704104264720385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MudasirRomini",1,TRUE,FALSE,NA,NA,"Jokowi"
"3249","RT @faizalassegaf: Selama tiga tahun lebih saya &amp; @progres_98 hajar pak @jokowi dgn kritikan keras, hasilnya kami berkesimpulan:

1. JKW pr<U+2026>",FALSE,0,NA,2018-04-16 02:19:03,FALSE,NA,"985704089341247488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MamboJr2",525,TRUE,FALSE,NA,NA,"Jokowi"
"3250","RT @RustamIbrahim: Sri Mulyani  KEMBALI  dinobatkan sebagai Menteri Keuangan Terbaik di Asia Pasifik Tahun 2018 versi majalah keuangan, Fin<U+2026>",FALSE,0,NA,2018-04-16 02:19:02,FALSE,NA,"985704086543581185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AyoBelaNKRI",95,TRUE,FALSE,NA,NA,"Jokowi"
"3251","@dynee_raharja @faizalassegaf @progres_98 @jokowi Hadehh itu kan mksdnya punya sepirit kayag sunan Kalijaga,,, buka<U+2026> https://t.co/qR0mbygUjh",FALSE,0,"dynee_raharja",2018-04-16 02:18:50,TRUE,"985628174976299008","985704037398933505","709733687940624384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChandraFerry22",0,FALSE,FALSE,NA,NA,"Jokowi"
"3252","@DivHumas_Polri @VianDaeli @jokowi Sebuah Tauladan yang baik",FALSE,0,"DivHumas_Polri",2018-04-16 02:18:50,FALSE,"983171204801425408","985704034827780096","138290629","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nazar_noeh",0,FALSE,FALSE,NA,NA,"Jokowi"
"3253","RT @PartaiSocmed: Bandara Achmad Yani adalah bandara terapung yg pertama di Indonesia. Bandara megah ini akan bisa digunakan masyarakat mul<U+2026>",FALSE,0,NA,2018-04-16 02:18:42,FALSE,NA,"985704002481369088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","aulia2199",263,TRUE,FALSE,NA,NA,"Jokowi"
"3254","RT @P3nj3l4j4h: Doeloe Klo Presiden datang Ke Papua tu anggap saja Tuhan Mau Turun"" mereka sampai berpikir begitu krn sangat jarang sekali<U+2026>",FALSE,0,NA,2018-04-16 02:18:41,FALSE,NA,"985703998274519040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CindiNaja",252,TRUE,FALSE,NA,NA,"Jokowi"
"3255","RT @kangdede78: Presiden @jokowi menggendong Anak Papua dibilang pencitraan, sementara @prabowo joget2 bertelanjang dada dianggap untuk men<U+2026>",FALSE,0,NA,2018-04-16 02:18:35,FALSE,NA,"985703973284823040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AyoBelaNKRI",252,TRUE,FALSE,NA,NA,"Jokowi"
"3256","RT @Ery_Junaidi: Pembangunan MDTA di Desa  Rambahan Kecamatan Muara Bulian, manfaat program #PadatKaryaTunai2018 
#TPPIBatangHari
#Jambi
@j<U+2026>",FALSE,0,NA,2018-04-16 02:18:33,FALSE,NA,"985703965512761346",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Bujenggo",2,TRUE,FALSE,NA,NA,"Jokowi"
"3257","@Fahrihamzah @ProklamatorRI @jokowi juga pasti ditanya malaikat di akhirat!",FALSE,0,"Fahrihamzah",2018-04-16 02:18:28,FALSE,"985467440904617989","985703943375208449","120968478","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mnardiansah",0,FALSE,FALSE,NA,NA,"Jokowi"
"3258","RT @jokowi: Anak-anakku di Papua, belajar yang giat untuk membangun Nusantara. Kalian pewaris negeri, pemerintah bertugas menjamin masa dep<U+2026>",FALSE,0,NA,2018-04-16 02:18:24,FALSE,NA,"985703928212811776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leniaprianti22",5045,TRUE,FALSE,NA,NA,"Jokowi"
"3259","RT @ferrykoto: Sampeyan sampai hari ini ngaku aktivis toh? Selalu bawa2 reformasi 98. Bkn politisi toh?

Sebelum2nya serang @jokowi dkk dg<U+2026>",FALSE,0,NA,2018-04-16 02:18:21,FALSE,NA,"985703914371624960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Satir76",88,TRUE,FALSE,NA,NA,"Jokowi"
"3260","RT @BiLLRaY_san: Terima kasih Pak @jokowi sdh membangun jln Trans Papua menuju perbatasan PLBN SKOUW menjadi indah. 

Sa...cinta Papua
Ko..<U+2026>",FALSE,0,NA,2018-04-16 02:18:21,FALSE,NA,"985703912962326528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","intan_fdlah",36,TRUE,FALSE,NA,NA,"Jokowi"
"3261","@putri_teratai76 @solichinliem @KoRnHurry @fadlizon @jokowi Cucoookkk..",FALSE,3,"putri_teratai76",2018-04-16 02:18:14,FALSE,"985703294654865408","985703886596988928","3228154548","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","parwotojenggol",0,FALSE,FALSE,NA,NA,"Jokowi"
"3262","RT @jokowi: Keadilan sosial adalah sebuah panggilan, adalah kewajiban yang harus dihadirkan negara. Salam dari Papua -Jkw https://t.co/tD3I<U+2026>",FALSE,0,NA,2018-04-16 02:18:13,FALSE,NA,"985703880200605696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sandi97600620",4187,TRUE,FALSE,NA,NA,"Jokowi"
"3263","RT @faizalassegaf: Selama tiga tahun lebih saya &amp; @progres_98 hajar pak @jokowi dgn kritikan keras, hasilnya kami berkesimpulan:

1. JKW pr<U+2026>",FALSE,0,NA,2018-04-16 02:18:12,FALSE,NA,"985703875725246466",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sekokampung",525,TRUE,FALSE,NA,NA,"Jokowi"
"3264","@aldean_wae @jokowi Edash... Berpulitik<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>",FALSE,0,"aldean_wae",2018-04-16 02:18:03,FALSE,"985577704467476480","985703841210380289","522052505","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apipsetiaputra",0,FALSE,FALSE,NA,NA,"Jokowi"
"3265","RT @andreOPA: Akhirnya rencana Pak @jokowi dan Pak @basukibtp agar jakarta memiliki #MRTJakarta #LRTJakarta terwujud juga, semuanya untuk r<U+2026>",FALSE,0,NA,2018-04-16 02:18:01,FALSE,NA,"985703832276512768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RamadanAfdi",101,TRUE,FALSE,NA,NA,"Jokowi"
"3266","@jokowi adlh pemimpin yg bisa dpercaya. Bgmn bliau bkerja mbangun negri ini.Mencontohkan pndidikn berpolitik santun<U+2026> https://t.co/7hLKUfjKhP",FALSE,33,"jokowi",2018-04-16 02:18:00,TRUE,NA,"985703825632718848","366987179","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dwiyana_DKM",29,FALSE,FALSE,NA,NA,"Jokowi"
